pair_dir	comparison	status	blast_path	log_path	is_close_gap	is_adjacent_neighbors	hits_count	best_evalue	best_bitscore	best_pident	best_length	best_qcovhsp
NULL/chr2L_1074290-1074681__chr2L_8843634-8843738	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1074290-1074681__chr2L_8843634-8843738/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1074290-1074681__chr2L_8843634-8843738/blast/RL/blast.log	False	False	3	0.26	22.9	88.235	17	2.0
NULL/chr2L_1074290-1074681__chr2L_8843634-8843738	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1074290-1074681__chr2L_8843634-8843738/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1074290-1074681__chr2L_8843634-8843738/blast/RR/blast.log	False	False	0				0	
NULL/chr2L_1118230-1118839__chr2L_14484848-14485326	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/LL/blast.log	False	False	1	0.88	23.8	85.0	20	1.0
NULL/chr2L_1118230-1118839__chr2L_14484848-14485326	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/LR/blast.log	False	False	2	0.22	24.7	100.0	13	1.0
NULL/chr2L_1118230-1118839__chr2L_14484848-14485326	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/RL/blast.log	False	False	0				0	
NULL/chr2L_1118230-1118839__chr2L_14484848-14485326	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_14484848-14485326/blast/RR/blast.log	False	False	5	0.12	26.5	100.0	14	1.0
NULL/chr2L_1118230-1118839__chr2L_18894563-18895695	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/LL/blast.log	False	False	0				0	
NULL/chr2L_1118230-1118839__chr2L_18894563-18895695	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/LR/blast.log	False	False	3	0.064	26.5	90.476	21	1.0
NULL/chr2L_1118230-1118839__chr2L_18894563-18895695	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/RL/blast.log	False	False	1	0.043	24.7	100.0	13	5.0
NULL/chr2L_1118230-1118839__chr2L_18894563-18895695	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_18894563-18895695/blast/RR/blast.log	False	False	0				0	
NULL/chr2L_1118230-1118839__chr2L_7407733-7408080	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/LL/blast.log	False	False	2	0.79	22.9	100.0	12	0.0
NULL/chr2L_1118230-1118839__chr2L_7407733-7408080	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/LR/blast.log	False	False	3	0.77	22.9	88.235	17	1.0
NULL/chr2L_1118230-1118839__chr2L_7407733-7408080	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/RL/blast.log	False	False	1	0.42	24.7	88.889	18	1.0
NULL/chr2L_1118230-1118839__chr2L_7407733-7408080	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1118230-1118839__chr2L_7407733-7408080/blast/RR/blast.log	False	False	4	0.034	28.3	100.0	15	1.0
NULL/chr2L_1123442-1123872__chr2L_16277332-16277560	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/LL/blast.log	False	False	2	0.17	24.7	100.0	13	1.0
NULL/chr2L_1123442-1123872__chr2L_16277332-16277560	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/LR/blast.log	False	False	1	0.034	28.3	90.0	20	1.0
NULL/chr2L_1123442-1123872__chr2L_16277332-16277560	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/RL/blast.log	False	False	2	0.32	23.8	94.118	17	2.0
NULL/chr2L_1123442-1123872__chr2L_16277332-16277560	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_16277332-16277560/blast/RR/blast.log	False	False	4	0.22	25.6	85.714	21	1.0
NULL/chr2L_1123442-1123872__chr2L_20473787-20474193	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/LL/blast.log	False	False	0				0	
NULL/chr2L_1123442-1123872__chr2L_20473787-20474193	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/LR/blast.log	False	False	0				0	
NULL/chr2L_1123442-1123872__chr2L_20473787-20474193	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/RL/blast.log	False	False	1	0.42	25.6	93.75	16	0.0
NULL/chr2L_1123442-1123872__chr2L_20473787-20474193	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_20473787-20474193/blast/RR/blast.log	False	False	3	0.77	23.8	93.333	15	1.0
NULL/chr2L_1123442-1123872__chr2L_6422856-6423068	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/LL/blast.log	False	False	0				0	
NULL/chr2L_1123442-1123872__chr2L_6422856-6423068	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/LR/blast.log	False	False	1	0.27	23.8	94.118	17	4.0
NULL/chr2L_1123442-1123872__chr2L_6422856-6423068	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/RL/blast.log	False	False	1	0.22	24.7	100.0	13	1.0
NULL/chr2L_1123442-1123872__chr2L_6422856-6423068	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_6422856-6423068/blast/RR/blast.log	False	False	3	0.15	22.9	100.0	12	2.0
NULL/chr2L_1123442-1123872__chr2L_7300056-7300353	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/LL/blast.log	False	False	3	0.12	27.4	94.118	17	1.0
NULL/chr2L_1123442-1123872__chr2L_7300056-7300353	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/LR/blast.log	False	False	3	0.12	27.4	94.118	17	1.0
NULL/chr2L_1123442-1123872__chr2L_7300056-7300353	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/RL/blast.log	False	False	1	0.77	22.9	100.0	12	0.0
NULL/chr2L_1123442-1123872__chr2L_7300056-7300353	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_7300056-7300353/blast/RR/blast.log	False	False	1	0.22	24.7	100.0	13	1.0
NULL/chr2L_1123442-1123872__chr2L_9989401-9989775	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/LL/blast.log	False	False	0				0	
NULL/chr2L_1123442-1123872__chr2L_9989401-9989775	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/LR/blast.log	False	False	2	0.034	29.2	72.917	48	2.0
NULL/chr2L_1123442-1123872__chr2L_9989401-9989775	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/RL/blast.log	False	False	0				0	
NULL/chr2L_1123442-1123872__chr2L_9989401-9989775	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_1123442-1123872__chr2L_9989401-9989775/blast/RR/blast.log	False	False	4	0.77	23.8	93.333	15	1.0
NULL/chr2L_11415248-11415544__chr2L_14484848-14485326	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/LL/blast.log	False	False	0				0	
NULL/chr2L_11415248-11415544__chr2L_14484848-14485326	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/LR/blast.log	False	False	2	0.22	25.6	85.714	21	1.0
NULL/chr2L_11415248-11415544__chr2L_14484848-14485326	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/RL/blast.log	False	False	4	0.072	26.5	83.333	24	1.0
NULL/chr2L_11415248-11415544__chr2L_14484848-14485326	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11415248-11415544__chr2L_14484848-14485326/blast/RR/blast.log	False	False	12	0.018	28.3	100.0	15	1.0
NULL/chr2L_11452852-11453384__chr2L_12090222-12090543	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11452852-11453384__chr2L_12090222-12090543/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11452852-11453384__chr2L_12090222-12090543/blast/LL/blast.log	False	False	1	0.27	21.1	100.0	11	4.0
NULL/chr2L_11452852-11453384__chr2L_12090222-12090543	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11452852-11453384__chr2L_12090222-12090543/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/flank_null_lastz/null_pairs_flanks_nooverlap_2/NULL/chr2L_11452852-11453384__chr2L_12090222-12090543/blast/LR/blast.log	False	False	1	0.22	24.7	100.0	13	1.0
