pair_dir	comparison	status	blast_path	log_path	is_close_gap	is_adjacent_neighbors	hits_count	best_evalue	best_bitscore	best_pident	best_length	best_qcovhsp
NULL/chr10_12831803-12837046__chr10_70948350-70953563	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_12831803-12837046__chr10_70948350-70953563/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_12831803-12837046__chr10_70948350-70953563/blast/RL/blast.log	False	False	8	3.75e-11	57.2	94.737	38	1.0
NULL/chr10_12831803-12837046__chr10_70948350-70953563	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_12831803-12837046__chr10_70948350-70953563/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_12831803-12837046__chr10_70948350-70953563/blast/RR/blast.log	False	False	14	7.24e-33	130.0	88.889	99	4.0
NULL/chr10_13231217-13232217__chr10_127470846-127471970	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/LL/blast.log	False	False	1	1.01e-05	39.2	92.308	26	1.0
NULL/chr10_13231217-13232217__chr10_127470846-127471970	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/LR/blast.log	False	False	2	1.15e-17	79.7	83.75	80	3.0
NULL/chr10_13231217-13232217__chr10_127470846-127471970	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/RL/blast.log	False	False	0				0	
NULL/chr10_13231217-13232217__chr10_127470846-127471970	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_127470846-127471970/blast/RR/blast.log	False	False	2	0.77	23.8	85.0	20	1.0
NULL/chr10_13231217-13232217__chr10_92332127-92334585	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/LL/blast.log	False	False	1	0.46	22.9	88.235	17	1.0
NULL/chr10_13231217-13232217__chr10_92332127-92334585	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/LR/blast.log	False	False	5	0.018	29.2	77.778	36	1.0
NULL/chr10_13231217-13232217__chr10_92332127-92334585	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/RL/blast.log	False	False	20	1.02e-34	135.0	82.09	134	9.0
NULL/chr10_13231217-13232217__chr10_92332127-92334585	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13231217-13232217__chr10_92332127-92334585/blast/RR/blast.log	False	False	19	8.810000000000001e-32	126.0	85.841	113	4.0
NULL/chr10_13239793-13241590__chr10_75264322-75265724	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/LL/blast.log	False	False	1	0.005	31.0	87.5	24	1.0
NULL/chr10_13239793-13241590__chr10_75264322-75265724	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/LR/blast.log	False	False	3	0.22	24.7	100.0	13	1.0
NULL/chr10_13239793-13241590__chr10_75264322-75265724	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/RL/blast.log	False	False	6	0.001	32.8	80.0	35	1.0
NULL/chr10_13239793-13241590__chr10_75264322-75265724	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13239793-13241590__chr10_75264322-75265724/blast/RR/blast.log	False	False	3	8.26e-07	42.8	80.851	47	2.0
NULL/chr10_13243963-13245940__chr10_125973812-125974812	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/LL/blast.log	False	False	1	0.008	28.3	100.0	15	1.0
NULL/chr10_13243963-13245940__chr10_125973812-125974812	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/LR/blast.log	False	False	0				0	
NULL/chr10_13243963-13245940__chr10_125973812-125974812	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/RL/blast.log	False	False	0				0	
NULL/chr10_13243963-13245940__chr10_125973812-125974812	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13243963-13245940__chr10_125973812-125974812/blast/RR/blast.log	False	False	58	4.88e-16	73.4	89.091	55	2.0
NULL/chr10_13373286-13374331__chr10_120398406-120401301	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/LL/blast.log	False	False	10	0.000428	34.6	95.238	21	1.0
NULL/chr10_13373286-13374331__chr10_120398406-120401301	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/LR/blast.log	False	False	5	1.94e-08	49.1	96.552	29	1.0
NULL/chr10_13373286-13374331__chr10_120398406-120401301	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/RL/blast.log	False	False	19	8.85e-07	41.9	90.0	30	1.0
NULL/chr10_13373286-13374331__chr10_120398406-120401301	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13373286-13374331__chr10_120398406-120401301/blast/RR/blast.log	False	False	17	3.52e-18	78.8	77.885	104	4.0
NULL/chr10_13436069-13437412__chr10_91990546-91991707	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/LL/blast.log	False	False	0				0	
NULL/chr10_13436069-13437412__chr10_91990546-91991707	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/LR/blast.log	False	False	43	1.9400000000000003e-27	111.0	84.466	103	4.0
NULL/chr10_13436069-13437412__chr10_91990546-91991707	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/RL/blast.log	False	False	22	0.01	28.3	100.0	15	1.0
NULL/chr10_13436069-13437412__chr10_91990546-91991707	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_91990546-91991707/blast/RR/blast.log	False	False	28	6.350000000000001e-21	89.7	96.296	54	2.0
NULL/chr10_13436069-13437412__chr10_93305408-93308469	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/LL/blast.log	False	False	1	0.83	21.1	100.0	11	1.0
NULL/chr10_13436069-13437412__chr10_93305408-93308469	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/LR/blast.log	False	False	31	4.57e-10	53.6	100.0	29	1.0
NULL/chr10_13436069-13437412__chr10_93305408-93308469	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/RL/blast.log	False	False	1	0.83	21.1	100.0	11	1.0
NULL/chr10_13436069-13437412__chr10_93305408-93308469	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_13436069-13437412__chr10_93305408-93308469/blast/RR/blast.log	False	False	29	1.49e-22	95.1	100.0	52	2.0
NULL/chr10_14860846-14861846__chr10_116393782-116394782	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/LL/blast.log	False	False	8	1.01e-05	40.1	89.655	29	1.0
NULL/chr10_14860846-14861846__chr10_116393782-116394782	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/LR/blast.log	False	False	5	3.51e-05	37.4	92.0	25	1.0
NULL/chr10_14860846-14861846__chr10_116393782-116394782	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/RL/blast.log	False	False	1	0.22	24.7	100.0	13	1.0
NULL/chr10_14860846-14861846__chr10_116393782-116394782	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_116393782-116394782/blast/RR/blast.log	False	False	3	0.22	24.7	100.0	13	1.0
NULL/chr10_14860846-14861846__chr10_61289937-61291408	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/LL/blast.log	False	False	5	4.01e-17	77.9	78.125	96	4.0
NULL/chr10_14860846-14861846__chr10_61289937-61291408	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/LR/blast.log	False	False	20	1.31e-29	119.0	87.629	97	4.0
NULL/chr10_14860846-14861846__chr10_61289937-61291408	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/RL/blast.log	False	False	0				0	
NULL/chr10_14860846-14861846__chr10_61289937-61291408	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_14860846-14861846__chr10_61289937-61291408/blast/RR/blast.log	False	False	1	0.005	31.0	75.0	44	2.0
NULL/chr10_15759827-15760827__chr10_53346471-53347471	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/LL/blast.log	False	False	1	0.22	25.6	93.75	16	1.0
NULL/chr10_15759827-15760827__chr10_53346471-53347471	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/LR/blast.log	False	False	2	0.77	23.8	93.333	15	1.0
NULL/chr10_15759827-15760827__chr10_53346471-53347471	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/RL/blast.log	False	False	1	0.77	23.8	93.333	15	1.0
NULL/chr10_15759827-15760827__chr10_53346471-53347471	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_15759827-15760827__chr10_53346471-53347471/blast/RR/blast.log	False	False	0				0	
NULL/chr10_16384617-16385617__chr10_27621316-27622699	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/LL/blast.log	False	False	4	0.064	26.5	91.304	23	1.0
NULL/chr10_16384617-16385617__chr10_27621316-27622699	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/LR/blast.log	False	False	4	0.22	25.6	93.75	16	1.0
NULL/chr10_16384617-16385617__chr10_27621316-27622699	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/RL/blast.log	False	False	3	0.064	27.4	94.118	17	1.0
NULL/chr10_16384617-16385617__chr10_27621316-27622699	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_16384617-16385617__chr10_27621316-27622699/blast/RR/blast.log	False	False	24	0.000428	34.6	86.667	30	1.0
NULL/chr10_17298736-17300831__chr10_110371984-110373849	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/LL/blast.log	False	False	1	0.000123	35.6	79.487	39	2.0
NULL/chr10_17298736-17300831__chr10_110371984-110373849	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/LR/blast.log	False	False	2	0.22	24.7	88.889	18	1.0
NULL/chr10_17298736-17300831__chr10_110371984-110373849	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/RL/blast.log	False	False	4	0.064	26.5	100.0	14	1.0
NULL/chr10_17298736-17300831__chr10_110371984-110373849	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_17298736-17300831__chr10_110371984-110373849/blast/RR/blast.log	False	False	3	0.22	24.7	88.889	18	1.0
NULL/chr10_20382415-20383733__chr10_69630557-69631760	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/LL/blast.log	False	False	15	6.78e-27	110.0	85.417	96	4.0
NULL/chr10_20382415-20383733__chr10_69630557-69631760	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/LR/blast.log	False	False	3	1.94e-08	48.2	72.632	95	4.0
NULL/chr10_20382415-20383733__chr10_69630557-69631760	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/RL/blast.log	False	False	9	6.350000000000001e-21	90.6	74.468	141	6.0
NULL/chr10_20382415-20383733__chr10_69630557-69631760	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20382415-20383733__chr10_69630557-69631760/blast/RR/blast.log	False	False	3	0.005	30.1	100.0	16	1.0
NULL/chr10_20458580-20459881__chr10_53346471-53347471	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/LL/blast.log	False	False	2	0.22	24.7	100.0	13	1.0
NULL/chr10_20458580-20459881__chr10_53346471-53347471	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/LR/blast.log	False	False	2	0.77	23.8	93.333	15	1.0
NULL/chr10_20458580-20459881__chr10_53346471-53347471	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/RL/blast.log	False	False	0				0	
NULL/chr10_20458580-20459881__chr10_53346471-53347471	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20458580-20459881__chr10_53346471-53347471/blast/RR/blast.log	False	False	5	0.064	26.5	89.474	19	1.0
NULL/chr10_20672290-20673677__chr10_76351885-76352885	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/LL/blast.log	False	False	1	0.77	22.9	100.0	12	0.0
NULL/chr10_20672290-20673677__chr10_76351885-76352885	LR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/LR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/LR/blast.log	False	False	3	0.22	25.6	80.0	30	1.0
NULL/chr10_20672290-20673677__chr10_76351885-76352885	RL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/RL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/RL/blast.log	False	False	3	0.000662	32.8	84.375	32	1.0
NULL/chr10_20672290-20673677__chr10_76351885-76352885	RR	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/RR/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20672290-20673677__chr10_76351885-76352885/blast/RR/blast.log	False	False	0				0	
NULL/chr10_20699947-20700947__chr10_63479684-63481489	LL	OK	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20699947-20700947__chr10_63479684-63481489/blast/LL/blast_hits.tsv	/project/wunderl/Jillian/null_BLAST_output_2/NULL/chr10_20699947-20700947__chr10_63479684-63481489/blast/LL/blast.log	False	False	1	0.08	24.7	100.0	13	1.0
