gene_label	pair_dir	enhancer_role	enhancer_id	chrom	start	end	fasta_path	length
FBgn0000463_sm	FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19317753-19317953	RIGHT	chr3R:19317753-19317953	chr3R	19317753	19317953	FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19317753-19317953/enhancers/chr3R_19317753-19317953.fa	200
FBgn0000463_sm	FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19350401-19350687	LEFT	chr3R:19300935-19301225	chr3R	19300935	19301225	FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19350401-19350687/enhancers/chr3R_19300935-19301225.fa	290
FBgn0000463_sm	FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19350401-19350687	RIGHT	chr3R:19350401-19350687	chr3R	19350401	19350687	FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19350401-19350687/enhancers/chr3R_19350401-19350687.fa	286
FBgn0000463_sm	FBgn0000463_sm/chr3R_19317753-19317953__chr3R_19350401-19350687	LEFT	chr3R:19317753-19317953	chr3R	19317753	19317953	FBgn0000463_sm/chr3R_19317753-19317953__chr3R_19350401-19350687/enhancers/chr3R_19317753-19317953.fa	200
FBgn0000463_sm	FBgn0000463_sm/chr3R_19317753-19317953__chr3R_19350401-19350687	RIGHT	chr3R:19350401-19350687	chr3R	19350401	19350687	FBgn0000463_sm/chr3R_19317753-19317953__chr3R_19350401-19350687/enhancers/chr3R_19350401-19350687.fa	286
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3036092-3036292	LEFT	chrX:3035626-3035842	chrX	3035626	3035842	FBgn0000479_sm/chrX_3035626-3035842__chrX_3036092-3036292/enhancers/chrX_3035626-3035842.fa	216
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3036092-3036292	RIGHT	chrX:3036092-3036292	chrX	3036092	3036292	FBgn0000479_sm/chrX_3035626-3035842__chrX_3036092-3036292/enhancers/chrX_3036092-3036292.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3058248-3058549	LEFT	chrX:3035626-3035842	chrX	3035626	3035842	FBgn0000479_sm/chrX_3035626-3035842__chrX_3058248-3058549/enhancers/chrX_3035626-3035842.fa	216
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3058248-3058549	RIGHT	chrX:3058248-3058549	chrX	3058248	3058549	FBgn0000479_sm/chrX_3035626-3035842__chrX_3058248-3058549/enhancers/chrX_3058248-3058549.fa	301
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3096802-3097002	LEFT	chrX:3035626-3035842	chrX	3035626	3035842	FBgn0000479_sm/chrX_3035626-3035842__chrX_3096802-3097002/enhancers/chrX_3035626-3035842.fa	216
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3096802-3097002	RIGHT	chrX:3096802-3097002	chrX	3096802	3097002	FBgn0000479_sm/chrX_3035626-3035842__chrX_3096802-3097002/enhancers/chrX_3096802-3097002.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3256916-3257157	LEFT	chrX:3035626-3035842	chrX	3035626	3035842	FBgn0000479_sm/chrX_3035626-3035842__chrX_3256916-3257157/enhancers/chrX_3035626-3035842.fa	216
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3256916-3257157	RIGHT	chrX:3256916-3257157	chrX	3256916	3257157	FBgn0000479_sm/chrX_3035626-3035842__chrX_3256916-3257157/enhancers/chrX_3256916-3257157.fa	241
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3328623-3328837	LEFT	chrX:3035626-3035842	chrX	3035626	3035842	FBgn0000479_sm/chrX_3035626-3035842__chrX_3328623-3328837/enhancers/chrX_3035626-3035842.fa	216
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3328623-3328837	RIGHT	chrX:3328623-3328837	chrX	3328623	3328837	FBgn0000479_sm/chrX_3035626-3035842__chrX_3328623-3328837/enhancers/chrX_3328623-3328837.fa	214
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3331542-3331742	LEFT	chrX:3035626-3035842	chrX	3035626	3035842	FBgn0000479_sm/chrX_3035626-3035842__chrX_3331542-3331742/enhancers/chrX_3035626-3035842.fa	216
FBgn0000479_sm	FBgn0000479_sm/chrX_3035626-3035842__chrX_3331542-3331742	RIGHT	chrX:3331542-3331742	chrX	3331542	3331742	FBgn0000479_sm/chrX_3035626-3035842__chrX_3331542-3331742/enhancers/chrX_3331542-3331742.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3058248-3058549	LEFT	chrX:3036092-3036292	chrX	3036092	3036292	FBgn0000479_sm/chrX_3036092-3036292__chrX_3058248-3058549/enhancers/chrX_3036092-3036292.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3058248-3058549	RIGHT	chrX:3058248-3058549	chrX	3058248	3058549	FBgn0000479_sm/chrX_3036092-3036292__chrX_3058248-3058549/enhancers/chrX_3058248-3058549.fa	301
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3096802-3097002	LEFT	chrX:3036092-3036292	chrX	3036092	3036292	FBgn0000479_sm/chrX_3036092-3036292__chrX_3096802-3097002/enhancers/chrX_3036092-3036292.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3096802-3097002	RIGHT	chrX:3096802-3097002	chrX	3096802	3097002	FBgn0000479_sm/chrX_3036092-3036292__chrX_3096802-3097002/enhancers/chrX_3096802-3097002.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3256916-3257157	LEFT	chrX:3036092-3036292	chrX	3036092	3036292	FBgn0000479_sm/chrX_3036092-3036292__chrX_3256916-3257157/enhancers/chrX_3036092-3036292.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3256916-3257157	RIGHT	chrX:3256916-3257157	chrX	3256916	3257157	FBgn0000479_sm/chrX_3036092-3036292__chrX_3256916-3257157/enhancers/chrX_3256916-3257157.fa	241
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3328623-3328837	LEFT	chrX:3036092-3036292	chrX	3036092	3036292	FBgn0000479_sm/chrX_3036092-3036292__chrX_3328623-3328837/enhancers/chrX_3036092-3036292.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3328623-3328837	RIGHT	chrX:3328623-3328837	chrX	3328623	3328837	FBgn0000479_sm/chrX_3036092-3036292__chrX_3328623-3328837/enhancers/chrX_3328623-3328837.fa	214
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3331542-3331742	LEFT	chrX:3036092-3036292	chrX	3036092	3036292	FBgn0000479_sm/chrX_3036092-3036292__chrX_3331542-3331742/enhancers/chrX_3036092-3036292.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3036092-3036292__chrX_3331542-3331742	RIGHT	chrX:3331542-3331742	chrX	3331542	3331742	FBgn0000479_sm/chrX_3036092-3036292__chrX_3331542-3331742/enhancers/chrX_3331542-3331742.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3096802-3097002	LEFT	chrX:3058248-3058549	chrX	3058248	3058549	FBgn0000479_sm/chrX_3058248-3058549__chrX_3096802-3097002/enhancers/chrX_3058248-3058549.fa	301
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3096802-3097002	RIGHT	chrX:3096802-3097002	chrX	3096802	3097002	FBgn0000479_sm/chrX_3058248-3058549__chrX_3096802-3097002/enhancers/chrX_3096802-3097002.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3256916-3257157	LEFT	chrX:3058248-3058549	chrX	3058248	3058549	FBgn0000479_sm/chrX_3058248-3058549__chrX_3256916-3257157/enhancers/chrX_3058248-3058549.fa	301
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3256916-3257157	RIGHT	chrX:3256916-3257157	chrX	3256916	3257157	FBgn0000479_sm/chrX_3058248-3058549__chrX_3256916-3257157/enhancers/chrX_3256916-3257157.fa	241
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3328623-3328837	LEFT	chrX:3058248-3058549	chrX	3058248	3058549	FBgn0000479_sm/chrX_3058248-3058549__chrX_3328623-3328837/enhancers/chrX_3058248-3058549.fa	301
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3328623-3328837	RIGHT	chrX:3328623-3328837	chrX	3328623	3328837	FBgn0000479_sm/chrX_3058248-3058549__chrX_3328623-3328837/enhancers/chrX_3328623-3328837.fa	214
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3331542-3331742	LEFT	chrX:3058248-3058549	chrX	3058248	3058549	FBgn0000479_sm/chrX_3058248-3058549__chrX_3331542-3331742/enhancers/chrX_3058248-3058549.fa	301
FBgn0000479_sm	FBgn0000479_sm/chrX_3058248-3058549__chrX_3331542-3331742	RIGHT	chrX:3331542-3331742	chrX	3331542	3331742	FBgn0000479_sm/chrX_3058248-3058549__chrX_3331542-3331742/enhancers/chrX_3331542-3331742.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3096802-3097002__chrX_3256916-3257157	LEFT	chrX:3096802-3097002	chrX	3096802	3097002	FBgn0000479_sm/chrX_3096802-3097002__chrX_3256916-3257157/enhancers/chrX_3096802-3097002.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3096802-3097002__chrX_3256916-3257157	RIGHT	chrX:3256916-3257157	chrX	3256916	3257157	FBgn0000479_sm/chrX_3096802-3097002__chrX_3256916-3257157/enhancers/chrX_3256916-3257157.fa	241
FBgn0000479_sm	FBgn0000479_sm/chrX_3096802-3097002__chrX_3328623-3328837	LEFT	chrX:3096802-3097002	chrX	3096802	3097002	FBgn0000479_sm/chrX_3096802-3097002__chrX_3328623-3328837/enhancers/chrX_3096802-3097002.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3096802-3097002__chrX_3328623-3328837	RIGHT	chrX:3328623-3328837	chrX	3328623	3328837	FBgn0000479_sm/chrX_3096802-3097002__chrX_3328623-3328837/enhancers/chrX_3328623-3328837.fa	214
FBgn0000479_sm	FBgn0000479_sm/chrX_3096802-3097002__chrX_3331542-3331742	LEFT	chrX:3096802-3097002	chrX	3096802	3097002	FBgn0000479_sm/chrX_3096802-3097002__chrX_3331542-3331742/enhancers/chrX_3096802-3097002.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3096802-3097002__chrX_3331542-3331742	RIGHT	chrX:3331542-3331742	chrX	3331542	3331742	FBgn0000479_sm/chrX_3096802-3097002__chrX_3331542-3331742/enhancers/chrX_3331542-3331742.fa	200
FBgn0000479_sm	FBgn0000479_sm/chrX_3256916-3257157__chrX_3328623-3328837	LEFT	chrX:3256916-3257157	chrX	3256916	3257157	FBgn0000479_sm/chrX_3256916-3257157__chrX_3328623-3328837/enhancers/chrX_3256916-3257157.fa	241
FBgn0000479_sm	FBgn0000479_sm/chrX_3256916-3257157__chrX_3328623-3328837	RIGHT	chrX:3328623-3328837	chrX	3328623	3328837	FBgn0000479_sm/chrX_3256916-3257157__chrX_3328623-3328837/enhancers/chrX_3328623-3328837.fa	214
FBgn0000479_sm	FBgn0000479_sm/chrX_3256916-3257157__chrX_3331542-3331742	LEFT	chrX:3256916-3257157	chrX	3256916	3257157	FBgn0000479_sm/chrX_3256916-3257157__chrX_3331542-3331742/enhancers/chrX_3256916-3257157.fa	241
