pair_dir	status	blocks	best_aligned_len	best_identity_pct	maf_path
chr3L_14152518-14152826__chr3L_14172843-14173610	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/D/chr3L_14152518-14152826__chr3L_14172843-14173610/alignments/enhancers/lastz.maf
chr3L_14153051-14154215__chr3L_14171965-14172435	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/D/chr3L_14153051-14154215__chr3L_14171965-14172435/alignments/enhancers/lastz.maf
chr3L_14153051-14154215__chr3L_14172843-14173610	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/D/chr3L_14153051-14154215__chr3L_14172843-14173610/alignments/enhancers/lastz.maf
chr3L_14171965-14172435__chr3L_14172843-14173610	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/D/chr3L_14171965-14172435__chr3L_14172843-14173610/alignments/enhancers/lastz.maf
chr3R_19314425-19316093__chr3R_19316385-19316666	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DI/chr3R_19314425-19316093__chr3R_19316385-19316666/alignments/enhancers/lastz.maf
chr3R_19314425-19316093__chr3R_19340454-19341279	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DI/chr3R_19314425-19316093__chr3R_19340454-19341279/alignments/enhancers/lastz.maf
chr3R_19314425-19316093__chr3R_19341536-19342363	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DI/chr3R_19314425-19316093__chr3R_19341536-19342363/alignments/enhancers/lastz.maf
chr3R_19316385-19316666__chr3R_19340454-19341279	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DI/chr3R_19316385-19316666__chr3R_19340454-19341279/alignments/enhancers/lastz.maf
chr3R_19316385-19316666__chr3R_19341536-19342363	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DI/chr3R_19316385-19316666__chr3R_19341536-19342363/alignments/enhancers/lastz.maf
chr3R_19340454-19341279__chr3R_19341536-19342363	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DI/chr3R_19340454-19341279__chr3R_19341536-19342363/alignments/enhancers/lastz.maf
chr2R_24808103-24808896__chr2R_24809499-24809705	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DII/chr2R_24808103-24808896__chr2R_24809499-24809705/alignments/enhancers/lastz.maf
chr2R_24808103-24808896__chr2R_24854572-24855864	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DII/chr2R_24808103-24808896__chr2R_24854572-24855864/alignments/enhancers/lastz.maf
chr2R_24809499-24809705__chr2R_24854572-24855864	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/DII/chr2R_24809499-24809705__chr2R_24854572-24855864/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16756098-16756427	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16756098-16756427/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16764121-16764485	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16764121-16764485/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16802761-16803112	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16802761-16803112/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16857769-16858049	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16857769-16858049/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16878885-16879147	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16878885-16879147/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16882506-16882728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16882506-16882728/alignments/enhancers/lastz.maf
chr3R_16743196-16743622__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16756098-16756427__chr3R_16764121-16764485	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16764121-16764485/alignments/enhancers/lastz.maf
chr3R_16756098-16756427__chr3R_16802761-16803112	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16802761-16803112/alignments/enhancers/lastz.maf
chr3R_16756098-16756427__chr3R_16857769-16858049	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16857769-16858049/alignments/enhancers/lastz.maf
chr3R_16756098-16756427__chr3R_16878885-16879147	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16878885-16879147/alignments/enhancers/lastz.maf
chr3R_16756098-16756427__chr3R_16882506-16882728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16882506-16882728/alignments/enhancers/lastz.maf
chr3R_16756098-16756427__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16764121-16764485__chr3R_16802761-16803112	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16802761-16803112/alignments/enhancers/lastz.maf
chr3R_16764121-16764485__chr3R_16857769-16858049	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049/alignments/enhancers/lastz.maf
chr3R_16764121-16764485__chr3R_16878885-16879147	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147/alignments/enhancers/lastz.maf
chr3R_16764121-16764485__chr3R_16882506-16882728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728/alignments/enhancers/lastz.maf
chr3R_16764121-16764485__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16802761-16803112__chr3R_16857769-16858049	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16857769-16858049/alignments/enhancers/lastz.maf
chr3R_16802761-16803112__chr3R_16878885-16879147	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16878885-16879147/alignments/enhancers/lastz.maf
chr3R_16802761-16803112__chr3R_16882506-16882728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16882506-16882728/alignments/enhancers/lastz.maf
chr3R_16802761-16803112__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16857769-16858049__chr3R_16878885-16879147	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16878885-16879147/alignments/enhancers/lastz.maf
chr3R_16857769-16858049__chr3R_16882506-16882728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16882506-16882728/alignments/enhancers/lastz.maf
chr3R_16857769-16858049__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16878885-16879147__chr3R_16882506-16882728	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16882506-16882728/alignments/enhancers/lastz.maf
chr3R_16878885-16879147__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16882506-16882728__chr3R_16920451-16920854	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16882506-16882728__chr3R_16920451-16920854/alignments/enhancers/lastz.maf
chr3R_16744397-16744662__chr3R_16892248-16892452	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_meso/chr3R_16744397-16744662__chr3R_16892248-16892452/alignments/enhancers/lastz.maf
chr3R_16737098-16737410__chr3R_16813228-16813680	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680/alignments/enhancers/lastz.maf
chr3R_16737098-16737410__chr3R_16814262-16814590	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590/alignments/enhancers/lastz.maf
chr3R_16737098-16737410__chr3R_16841943-16842333	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333/alignments/enhancers/lastz.maf
chr3R_16737098-16737410__chr3R_16904976-16905213	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213/alignments/enhancers/lastz.maf
chr3R_16813228-16813680__chr3R_16814262-16814590	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590/alignments/enhancers/lastz.maf
chr3R_16813228-16813680__chr3R_16841943-16842333	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333/alignments/enhancers/lastz.maf
chr3R_16813228-16813680__chr3R_16904976-16905213	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213/alignments/enhancers/lastz.maf
chr3R_16814262-16814590__chr3R_16841943-16842333	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333/alignments/enhancers/lastz.maf
chr3R_16814262-16814590__chr3R_16904976-16905213	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213/alignments/enhancers/lastz.maf
chr3R_16841943-16842333__chr3R_16904976-16905213	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213/alignments/enhancers/lastz.maf
chr3R_16904976-16905213__chr3R_16938077-16938336	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000015_sm/chr3R_16904976-16905213__chr3R_16938077-16938336/alignments/enhancers/lastz.maf
chr3R_16904976-16905213__chr3R_16969808-16970008	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000015_sm/chr3R_16904976-16905213__chr3R_16969808-16970008/alignments/enhancers/lastz.maf
chr3R_16938077-16938336__chr3R_16969808-16970008	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000015_sm/chr3R_16938077-16938336__chr3R_16969808-16970008/alignments/enhancers/lastz.maf
chr3R_16938077-16938336__chr3R_16981038-16981250	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250/alignments/enhancers/lastz.maf
chr2R_20558766-20559051__chr2R_20559250-20559450	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20559250-20559450/alignments/enhancers/lastz.maf
chr2R_20558766-20559051__chr2R_20560480-20560860	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20560480-20560860/alignments/enhancers/lastz.maf
chr2R_20558766-20559051__chr2R_20562855-20563268	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20562855-20563268/alignments/enhancers/lastz.maf
chr2R_20558766-20559051__chr2R_20563710-20563921	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20563710-20563921/alignments/enhancers/lastz.maf
chr2R_20558766-20559051__chr2R_20566669-20566882	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20566669-20566882/alignments/enhancers/lastz.maf
chr2R_20559250-20559450__chr2R_20560480-20560860	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20560480-20560860/alignments/enhancers/lastz.maf
chr2R_20559250-20559450__chr2R_20562855-20563268	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20562855-20563268/alignments/enhancers/lastz.maf
chr2R_20559250-20559450__chr2R_20563710-20563921	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20563710-20563921/alignments/enhancers/lastz.maf
chr2R_20559250-20559450__chr2R_20566669-20566882	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20566669-20566882/alignments/enhancers/lastz.maf
chr2R_20560480-20560860__chr2R_20562855-20563268	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20560480-20560860__chr2R_20562855-20563268/alignments/enhancers/lastz.maf
chr2R_20560480-20560860__chr2R_20563710-20563921	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20560480-20560860__chr2R_20563710-20563921/alignments/enhancers/lastz.maf
chr2R_20560480-20560860__chr2R_20566669-20566882	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20560480-20560860__chr2R_20566669-20566882/alignments/enhancers/lastz.maf
chr2R_20562855-20563268__chr2R_20563710-20563921	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20562855-20563268__chr2R_20563710-20563921/alignments/enhancers/lastz.maf
chr2R_20562855-20563268__chr2R_20566669-20566882	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20562855-20563268__chr2R_20566669-20566882/alignments/enhancers/lastz.maf
chr2R_20563710-20563921__chr2R_20566669-20566882	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000044_sm/chr2R_20563710-20563921__chr2R_20566669-20566882/alignments/enhancers/lastz.maf
chr3R_13428342-13429087__chr3R_13450374-13450711	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000046_Spearman/chr3R_13428342-13429087__chr3R_13450374-13450711/alignments/enhancers/lastz.maf
chr3R_13424734-13425026__chr3R_13448043-13448596	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596/alignments/enhancers/lastz.maf
chr3R_13424734-13425026__chr3R_13448995-13449256	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256/alignments/enhancers/lastz.maf
chr3R_13448043-13448596__chr3R_13448995-13449256	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256/alignments/enhancers/lastz.maf
chr2L_2162797-2163546__chr2L_2164726-2165263	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000097_meso/chr2L_2162797-2163546__chr2L_2164726-2165263/alignments/enhancers/lastz.maf
chr2L_2162797-2163546__chr2L_2181980-2182476	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000097_meso/chr2L_2162797-2163546__chr2L_2181980-2182476/alignments/enhancers/lastz.maf
chr2L_2164726-2165263__chr2L_2181980-2182476	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000097_meso/chr2L_2164726-2165263__chr2L_2181980-2182476/alignments/enhancers/lastz.maf
chr3L_9019828-9020140__chr3L_9021970-9022336	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336/alignments/enhancers/lastz.maf
chr3L_9019828-9020140__chr3L_9024467-9024945	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945/alignments/enhancers/lastz.maf
chr3L_9021970-9022336__chr3L_9024467-9024945	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945/alignments/enhancers/lastz.maf
chr2L_9988598-9989094__chr2L_9989401-9989775	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000180_Spearman/chr2L_9988598-9989094__chr2L_9989401-9989775/alignments/enhancers/lastz.maf
chr2R_12485374-12485574__chr2R_12496961-12497161	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000181_Spearman/chr2R_12485374-12485574__chr2R_12496961-12497161/alignments/enhancers/lastz.maf
chr2L_5245229-5245858__chr2L_5247934-5248134	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000228_sm/chr2L_5245229-5245858__chr2L_5247934-5248134/alignments/enhancers/lastz.maf
chr2L_5245229-5245858__chr2L_5261720-5261920	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000228_sm/chr2L_5245229-5245858__chr2L_5261720-5261920/alignments/enhancers/lastz.maf
chr2L_5247934-5248134__chr2L_5261720-5261920	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000228_sm/chr2L_5247934-5248134__chr2L_5261720-5261920/alignments/enhancers/lastz.maf
chr3L_18758861-18759061__chr3L_18792529-18792729	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000261_sm/chr3L_18758861-18759061__chr3L_18792529-18792729/alignments/enhancers/lastz.maf
chr3L_18758861-18759061__chr3L_18812160-18812714	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000261_sm/chr3L_18758861-18759061__chr3L_18812160-18812714/alignments/enhancers/lastz.maf
chr3L_18792529-18792729__chr3L_18812160-18812714	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000261_sm/chr3L_18792529-18792729__chr3L_18812160-18812714/alignments/enhancers/lastz.maf
chr3L_11812108-11812359__chr3L_11813289-11813573	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000404_meso/chr3L_11812108-11812359__chr3L_11813289-11813573/alignments/enhancers/lastz.maf
chr2L_16757034-16757234__chr2L_16764311-16764631	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631/alignments/enhancers/lastz.maf
chr2L_16757637-16757844__chr2L_16762522-16762722	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000406_vm_sm/chr2L_16757637-16757844__chr2L_16762522-16762722/alignments/enhancers/lastz.maf
chr2L_16757637-16757844__chr2L_16763500-16763743	OK	0	0	0.0	/Users/jillianness/Downloads/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000406_vm_sm/chr2L_16757637-16757844__chr2L_16763500-16763743/alignments/enhancers/lastz.maf
