pair_dir	is_close_gap	is_adjacent_neighbors	LL_hit	RR_hit	LR_hit	RL_hit	LL_RR_double_hit	LR_RL_double_hit	any_double_hit	double_hit_type	best_double_hit_comparison	best_double_hit_evalue	best_double_hit_bitscore	best_double_hit_neg_log10_evalue
FBgn0026320_meso/chr3L_14939995-14940646__chr3L_14944241-14944774	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.0	901.0	300.0
FBgn0029885_vm/chrX_6565029-6565230__chrX_6572042-6572321	False	False	1	1	1	1	1	1	1	BOTH	LL	0.0	761.0	300.0
FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16764121-16764485	False	False	1	1	1	1	1	1	1	BOTH	RL	1.49e-98	347.0	97.82681373158772
FBgn0021767_sm/chrX_8371202-8371498__chrX_8394680-8394949	False	False	1	1	1	1	1	1	1	BOTH	LL	2.07e-71	258.0	70.68402965454308
FBgn0002733_Spearman/chr3R_25999494-25999722__chr3R_26006043-26006577	False	False	1	1	1	1	1	1	1	BOTH	RL	1.6999999999999998e-53	198.0	52.76955107862173
FBgn0002733_Spearman/chr3R_26002453-26002853__chr3R_26006043-26006577	True	True	1	1	1	0	1	0	1	LL_RR	LL	9.23e-52	192.0	51.03479829897409
FBgn0037608_vm/chr3R_8664993-8665193__chr3R_8668848-8669048	True	True	1	1	1	0	1	0	1	LL_RR	RR	1.21e-44	168.0	43.91721462968355
FBgn0036000_sm/chr3L_9442724-9443197__chr3L_9446026-9446417	True	True	1	1	1	0	1	0	1	LL_RR	RR	8.74e-39	150.0	38.0584885673656
FBgn0033998_vm/chr2R_14874175-14874447__chr2R_14877876-14878280	True	True	1	1	1	0	1	0	1	LL_RR	LL	1.92e-35	138.0	34.71669877129645
FBgn0038056_sm/chr3R_12477322-12477683__chr3R_12505525-12505897	False	False	1	1	1	1	1	1	1	BOTH	RL	2.5300000000000003e-32	128.0	31.59687947882418
FBgn0027088_sm/chr3L_15048542-15048758__chr3L_15051009-15051402	True	True	1	1	1	0	1	0	1	LL_RR	RR	4.11e-29	116.0	28.38615817812393
FBgn0037207_vm/chr3L_22851931-22852313__chr3L_22946089-22946293	False	False	1	1	1	1	1	1	1	BOTH	RL	1.9400000000000003e-27	111.0	26.712198270069774
FBgn0002733_Spearman/chr3R_25997262-25997462__chr3R_25999494-25999722	True	True	1	1	1	0	1	0	1	LL_RR	RR	5.5e-27	110.0	26.25963731050576
FBgn0002733_Spearman/chr3R_25997262-25997462__chr3R_26002453-26002853	True	False	1	1	1	1	1	1	1	BOTH	RL	6.0100000000000005e-27	110.0	26.22112552799726
FBgn0002733_Spearman/chr3R_25999494-25999722__chr3R_26002453-26002853	True	True	1	1	1	0	1	0	1	LL_RR	LL	6.0100000000000005e-27	110.0	26.22112552799726
FBgn0002733_Spearman/chr3R_25997262-25997462__chr3R_26006043-26006577	False	False	1	1	1	1	1	1	1	BOTH	RL	6.699999999999999e-26	105.0	25.173925197299173
FBgn0037608_sm/chr3R_8664993-8665193__chr3R_8669125-8669443	True	False	0	1	1	1	0	1	1	LR_RL	RL	1.04e-20	84.2	19.98296666070122
FBgn0036133_sm/chr3L_11100667-11101152__chr3L_11105575-11105775	True	True	1	1	1	0	1	0	1	LL_RR	RR	2.03e-17	78.8	16.692503962086786
FBgn0036133_vm/chr3L_11100667-11101152__chr3L_11105575-11105775	True	True	1	1	1	0	1	0	1	LL_RR	RR	2.03e-17	78.8	16.692503962086786
FBgn0003285_vm/chrX_2937051-2937571__chrX_2942451-2942688	True	True	1	1	1	0	1	0	1	LL_RR	RR	2.25e-17	78.8	16.647817481888637
FBgn0016041_sm/chrX_7660283-7660576__chrX_7686560-7686932	False	False	1	1	0	1	1	0	1	LL_RR	RR	1.4e-16	76.1	15.853871964321762
FBgn0003721_Spearman/chr3R_15282470-15282698__chr3R_15310903-15311103	False	False	1	1	1	1	1	1	1	BOTH	RR	5.94e-15	69.8	14.226213555018806
FBgn0003721_vm_sm/chr3R_15286228-15286550__chr3R_15311608-15312057	False	False	1	1	1	1	1	1	1	BOTH	LR	5.94e-15	69.8	14.226213555018806
FBgn0032487_Spearman/chr2L_13225382-13225582__chr2L_13229384-13229619	True	True	1	1	1	0	1	0	1	LL_RR	RR	1.1e-13	66.2	12.958607314841776
FBgn0032129_sm/chr2L_9551353-9551553__chr2L_9558167-9558367	False	False	0	1	1	1	0	1	1	LR_RL	RL	8.82e-13	63.5	12.05453141486818
FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14370227-14370493	False	False	1	1	1	1	1	1	1	BOTH	LL	3.75e-11	58.1	10.42596873227228
FBgn0000635_sm/chrX_4140118-4140318__chrX_4145024-4145343	True	True	1	1	1	0	1	0	1	LL_RR	RR	7.08e-11	57.2	10.14996674231023
FBgn0016715_sm/chr3L_610451-610651__chr3L_616535-616984	False	False	1	1	1	1	1	1	1	BOTH	LR	2.55e-10	53.6	9.593459819566045
FBgn0016715_sm/chr3L_610451-610651__chr3L_618388-618844	False	False	1	1	1	1	1	1	1	BOTH	LL	2.55e-10	53.6	9.593459819566045
FBgn0015799_sm/chrX_759222-759589__chrX_799237-799607	False	False	1	1	1	0	1	0	1	LL_RR	LL	4.57e-10	54.5	9.34008379993015
FBgn0040071_Spearman/chr3R_16208035-16208235__chr3R_16254794-16255607	False	False	1	1	1	1	1	1	1	BOTH	LL	4.57e-10	54.5	9.34008379993015
FBgn0016715_vm/chr3L_610451-610651__chr3L_618388-618844	False	False	1	1	1	1	1	1	1	BOTH	LL	4.57e-10	53.6	9.34008379993015
FBgn0001186_sm/chrX_9534593-9534973__chrX_9537260-9537482	True	False	1	1	1	1	1	1	1	BOTH	LR	1.6e-09	52.7	8.795880017344075
FBgn0038252_sm/chr3R_14713950-14714458__chr3R_14717274-14717609	True	True	1	1	1	0	1	0	1	LL_RR	RR	1.8e-09	51.8	8.744727494896694
FBgn0000479_sm/chrX_3096802-3097002__chrX_3256916-3257157	False	False	1	1	1	1	1	1	1	BOTH	RR	5.57e-09	50.9	8.254144804826272
FBgn0024321_sm/chr3R_14346999-14347237__chr3R_14372918-14373876	False	False	1	1	1	1	1	1	1	BOTH	LR	5.57e-09	50.9	8.254144804826272
FBgn0033638_sm/chr2R_11254848-11255163__chr2R_11260888-11261343	False	False	1	1	1	0	1	0	1	LL_RR	RR	5.57e-09	50.0	8.254144804826272
FBgn0040071_Spearman/chr3R_16208035-16208235__chr3R_16256084-16256284	False	False	1	1	1	1	1	1	1	BOTH	LR	5.57e-09	50.0	8.254144804826272
FBgn0262656_Spearman/chrX_3306185-3306699__chrX_3329089-3329713	False	False	1	1	1	1	1	1	1	BOTH	RL	1.94e-08	48.2	7.712198270069774
bab2/chr3L_1091260-1091650__chr3L_1167709-1167971	False	False	1	1	1	1	1	1	1	BOTH	LL	1.94e-08	48.2	7.712198270069774
FBgn0031908_sm/chr2L_7404967-7405167__chr2L_7407733-7408080	True	True	1	1	1	0	1	0	1	LL_RR	LL	1.99e-08	48.2	7.701146923590294
FBgn0016794_Spearman/chr3L_2552007-2552315__chr3L_2553779-2553979	True	True	1	1	1	0	1	0	1	LL_RR	LL	3.95e-08	46.4	7.403402904373539
FBgn0033310_Spearman/chr2R_8264126-8264454__chr2R_8266328-8266674	True	True	1	1	1	0	1	0	1	LL_RR	RR	5.07e-08	46.4	7.294992040666664
FBgn0020513_vm/chrX_12676886-12677437__chrX_12691690-12692049	False	False	1	1	0	1	1	0	1	LL_RR	RR	5.43e-08	44.6	7.265200170411153
FBgn0016041_sm/chrX_7650029-7650229__chrX_7686560-7686932	False	False	1	1	1	1	1	1	1	BOTH	RL	6.78e-08	47.3	7.168770306132937
FBgn0016794_Spearman/chr3L_2553779-2553979__chr3L_2562100-2562492	False	False	1	1	1	1	1	1	1	BOTH	RR	6.78e-08	46.4	7.168770306132937
FBgn0016794_vm/chr3L_2562100-2562492__chr3L_2574144-2574754	False	False	1	1	0	1	1	0	1	LL_RR	RR	6.78e-08	46.4	7.168770306132937
FBgn0022960_vm_sm/chr2R_6608594-6608985__chr2R_6626145-6626383	False	False	1	1	1	1	1	1	1	BOTH	RL	6.78e-08	46.4	7.168770306132937
FBgn0024250_meso/chrX_7248231-7248431__chrX_7271398-7271982	False	False	1	1	1	1	1	1	1	BOTH	LL	6.78e-08	46.4	7.168770306132937
FBgn0029755_sm/chrX_5291739-5291939__chrX_5295134-5295334	True	True	1	1	1	0	1	0	1	LL_RR	LL	8.67e-08	46.4	7.06198090252379
FBgn0086906_sm/chr3L_2098335-2098584__chr3L_2099069-2099450	True	True	1	1	1	0	1	0	1	LL_RR	RR	1.57e-07	42.8	6.804100347590766
FBgn0029665_sm/chrX_3411043-3411363__chrX_3413665-3413865	True	True	1	1	1	0	1	0	1	LL_RR	RR	2.18e-07	45.5	6.661543506395395
FBgn0000479_sm/chrX_3096802-3097002__chrX_3328623-3328837	False	False	1	1	1	1	1	1	1	BOTH	RL	2.37e-07	45.5	6.6252516539898965
FBgn0016041_sm/chrX_7617780-7617980__chrX_7686560-7686932	False	False	1	1	1	1	1	1	1	BOTH	RL	2.37e-07	45.5	6.6252516539898965
FBgn0000479_sm/chrX_3035626-3035842__chrX_3256916-3257157	False	False	1	1	1	1	1	1	1	BOTH	LR	2.37e-07	44.6	6.6252516539898965
FBgn0016041_sm/chrX_7650029-7650229__chrX_7660283-7660576	False	False	1	1	1	1	1	1	1	BOTH	RR	2.37e-07	44.6	6.6252516539898965
FBgn0031776_vm_sm/chr2L_6075442-6075642__chr2L_6090073-6090445	False	False	1	1	1	1	1	1	1	BOTH	LR	2.37e-07	44.6	6.6252516539898965
oc/chrX_8643101-8643868__chrX_8653859-8654855	False	False	1	1	1	1	1	1	1	BOTH	LR	2.37e-07	44.6	6.6252516539898965
FBgn0016715_sm/chr3L_616535-616984__chr3L_618388-618844	True	True	1	1	1	0	1	0	1	LL_RR	RR	4.62e-07	43.7	6.335358024443875
FBgn0016715_sm/chr3L_618388-618844__chr3L_622169-622652	True	True	1	1	0	0	1	0	1	LL_RR	LL	6.15e-07	43.7	6.211124884224583
FBgn0020766_Spearman/chr2R_13582159-13582576__chr2R_13623881-13624272	False	False	1	1	1	1	1	1	1	BOTH	LL	8.26e-07	43.7	6.083019952679618
FBgn0021767_sm/chrX_8394680-8394949__chrX_8405949-8406843	False	False	1	1	1	1	1	1	1	BOTH	LR	8.26e-07	43.7	6.083019952679618
FBgn0028369_Spearman/chrX_3100007-3100398__chrX_3123638-3124075	False	False	1	1	1	1	1	1	1	BOTH	LL	8.26e-07	43.7	6.083019952679618
FBgn0035153_Spearman/chr3L_663582-663782__chr3L_668956-669192	False	False	0	1	1	1	0	1	1	LR_RL	LR	8.26e-07	43.7	6.083019952679618
FBgn0000479_sm/chrX_3256916-3257157__chrX_3328623-3328837	False	False	1	1	1	1	1	1	1	BOTH	RL	8.26e-07	42.8	6.083019952679618
FBgn0003997_Spearman/chr3L_18177706-18178000__chr3L_18241081-18241477	False	False	1	1	1	1	1	1	1	BOTH	LR	8.26e-07	42.8	6.083019952679618
FBgn0003997_Spearman/chr3L_18177706-18178000__chr3L_18244888-18245144	False	False	1	1	1	1	1	1	1	BOTH	LL	8.26e-07	42.8	6.083019952679618
FBgn0004028_sm/chrX_18056747-18057063__chrX_18077576-18077881	False	False	1	1	1	1	1	1	1	BOTH	LR	8.26e-07	42.8	6.083019952679618
FBgn0027088_sm/chr3L_15048542-15048758__chr3L_15065782-15065982	False	False	1	1	1	0	1	0	1	LL_RR	LL	8.26e-07	42.8	6.083019952679618
FBgn0016715_vm/chr3L_618388-618844__chr3L_622169-622652	True	True	1	1	0	0	1	0	1	LL_RR	LL	1.1e-06	43.7	5.958607314841775
FBgn0020513_Spearman/chrX_12673789-12674154__chrX_12675733-12676468	True	True	1	1	1	0	1	0	1	LL_RR	RR	1.81e-06	41.9	5.742321425130816
FBgn0004456_sm/chrX_13214681-13214911__chrX_13217664-13218019	True	False	1	1	1	0	1	0	1	LL_RR	RR	2.76e-06	41.9	5.559090917934783
FBgn0000479_sm/chrX_3035626-3035842__chrX_3096802-3097002	False	False	1	0	1	1	0	1	1	LR_RL	LR	2.88e-06	41.9	5.540607512240769
FBgn0000479_sm/chrX_3036092-3036292__chrX_3328623-3328837	False	False	1	1	1	1	1	1	1	BOTH	RL	2.88e-06	41.9	5.540607512240769
FBgn0000479_sm/chrX_3096802-3097002__chrX_3331542-3331742	False	False	1	1	1	1	1	1	1	BOTH	RR	2.88e-06	41.9	5.540607512240769
FBgn0002733_Spearman/chr3R_25997262-25997462__chr3R_26017398-26017815	False	False	1	1	0	1	1	0	1	LL_RR	LL	2.88e-06	41.9	5.540607512240769
FBgn0016930_vm/chr2L_14211117-14211371__chr2L_14238009-14238297	False	False	1	1	1	1	1	1	1	BOTH	LR	2.88e-06	41.9	5.540607512240769
FBgn0028369_meso_sm/chrX_3044554-3044926__chrX_3104146-3104671	False	False	1	1	1	1	1	1	1	BOTH	LR	2.88e-06	41.9	5.540607512240769
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911	False	False	1	1	1	1	1	1	1	BOTH	LL	2.88e-06	41.0	5.540607512240769
FBgn0003997_Spearman/chr3L_18188992-18189399__chr3L_18241081-18241477	False	False	1	1	1	1	1	1	1	BOTH	LL	2.88e-06	41.0	5.540607512240769
FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13566080-13566336	False	False	1	1	1	0	1	0	1	LL_RR	LL	2.88e-06	41.0	5.540607512240769
FBgn0016041_sm/chrX_7617780-7617980__chrX_7650029-7650229	False	False	1	1	1	1	1	1	1	BOTH	RR	2.88e-06	41.0	5.540607512240769
FBgn0036152_sm/chr3L_11238445-11238797__chr3L_11330795-11331281	False	False	1	1	1	1	1	1	1	BOTH	RL	2.88e-06	41.0	5.540607512240769
FBgn0264001_vm/chr3L_13500764-13501176__chr3L_13641091-13641350	False	False	1	1	1	1	1	1	1	BOTH	RR	2.88e-06	41.0	5.540607512240769
bab2/chr3L_1082826-1083401__chr3L_1167709-1167971	False	False	1	1	1	1	1	1	1	BOTH	RL	2.88e-06	41.0	5.540607512240769
FBgn0040071_Spearman/chr3R_16234208-16234580__chr3R_16254794-16255607	False	False	1	0	1	1	0	1	1	LR_RL	RL	4.36e-06	39.2	5.360513510731414
FBgn0003997_Spearman/chr3L_18188992-18189399__chr3L_18193476-18193931	True	True	1	1	1	0	1	0	1	LL_RR	LL	4.71e-06	41.0	5.326979092871104
FBgn0051536_meso/chr3R_4976947-4977343__chr3R_4979211-4979648	True	True	1	1	0	0	1	0	1	LL_RR	LL	7.5e-06	40.1	5.1249387366083
FBgn0034072_vm/chr2R_15720559-15720844__chr2R_15722835-15723089	True	True	1	1	1	0	1	0	1	LL_RR	RR	8e-06	40.1	5.096910013008056
FBgn0000014_Spearman/chr3R_16743196-16743622__chr3R_16764121-16764485	False	False	1	1	1	1	1	1	1	BOTH	LR	1.01e-05	40.1	4.995678626217358
FBgn0000479_sm/chrX_3058248-3058549__chrX_3096802-3097002	False	False	1	1	1	1	1	1	1	BOTH	RR	1.01e-05	40.1	4.995678626217358
FBgn0000479_sm/chrX_3256916-3257157__chrX_3331542-3331742	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	40.1	4.995678626217358
FBgn0003997_vm/chr3L_18223141-18223473__chr3L_18253096-18253493	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	40.1	4.995678626217358
FBgn0016930_sm/chr2L_14238009-14238297__chr2L_14265078-14265431	False	False	1	1	1	1	1	1	1	BOTH	RL	1.01e-05	40.1	4.995678626217358
FBgn0016930_sm/chr2L_14245654-14246036__chr2L_14265078-14265431	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	40.1	4.995678626217358
FBgn0023095_sm/chr3L_13208620-13208905__chr3L_13231729-13231956	False	False	1	1	1	1	1	1	1	BOTH	RL	1.01e-05	40.1	4.995678626217358
FBgn0029830_vm/chrX_5915683-5915953__chrX_5921626-5922043	False	False	1	1	1	1	1	1	1	BOTH	RR	1.01e-05	40.1	4.995678626217358
FBgn0038925_vm_sm/chr3R_22047297-22047620__chr3R_22053290-22053582	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	40.1	4.995678626217358
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147	False	False	1	1	1	1	1	1	1	BOTH	LR	1.01e-05	39.2	4.995678626217358
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	39.2	4.995678626217358
FBgn0016794_Spearman/chr3L_2562100-2562492__chr3L_2568872-2569202	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	39.2	4.995678626217358
FBgn0034072_Spearman/chr2R_15720559-15720844__chr2R_15757455-15757986	False	False	1	1	1	1	1	1	1	BOTH	RL	1.01e-05	39.2	4.995678626217358
FBgn0037637_sm/chr3R_8849790-8850241__chr3R_8857786-8857986	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	39.2	4.995678626217358
FBgn0039667_vm_sm/chr3R_29457322-29457679__chr3R_29476471-29476689	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	39.2	4.995678626217358
FBgn0004652_sm/chr3R_18412271-18412574__chr3R_18584104-18584359	False	False	1	1	0	1	1	0	1	LL_RR	RR	1.3e-05	38.3	4.886056647693163
FBgn0004652_sm/chr3R_18412271-18412574__chr3R_18585296-18585648	False	False	0	0	1	1	0	1	1	LR_RL	RL	1.3e-05	38.3	4.886056647693163
FBgn0000635_sm/chrX_4140118-4140318__chrX_4157262-4157462	False	False	1	1	1	0	1	0	1	LL_RR	RR	2e-05	35.6	4.698970004336019
FBgn0000635_sm/chrX_4140118-4140318__chrX_4157881-4158081	False	False	1	1	1	1	1	1	1	BOTH	RL	2e-05	35.6	4.698970004336019
FBgn0016041_sm/chrX_7654331-7654569__chrX_7657369-7657569	True	False	1	1	1	1	1	1	1	BOTH	LL	2.12e-05	37.4	4.673664139071248
FBgn0036460_Spearman/chr3L_14928799-14929134__chr3L_14948136-14948479	False	False	1	1	1	1	1	1	1	BOTH	RR	2.27e-05	37.4	4.6439741428068775
FBgn0014028_vm/chr2R_6412842-6413057__chr2R_6413232-6413731	True	True	1	1	1	0	1	0	1	LL_RR	LL	2.79e-05	33.7	4.554395796726403
FBgn0000479_sm/chrX_3058248-3058549__chrX_3256916-3257157	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0001235_meso/chr3R_10626588-10627045__chr3R_10645396-10645910	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0001250_sm/chrX_16703281-16703660__chrX_16732709-16733041	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0003285_Spearman/chrX_3059091-3059476__chrX_3103691-3103945	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0004169_vm_sm/chrX_13540438-13540671__chrX_13544237-13544746	True	False	1	1	1	1	1	1	1	BOTH	LR	3.51e-05	38.3	4.454692883534176
FBgn0015773_vm/chrX_14567039-14567412__chrX_14593777-14594065	False	False	1	1	1	1	1	1	1	BOTH	LL	3.51e-05	38.3	4.454692883534176
FBgn0027084_Spearman/chrX_9645073-9645375__chrX_9651073-9651377	False	False	1	1	1	1	1	1	1	BOTH	LR	3.51e-05	38.3	4.454692883534176
FBgn0032444_sm/chr2L_12617842-12618274__chr2L_12655423-12655623	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0032444_vm/chr2L_12617842-12618274__chr2L_12655423-12655623	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0034723_Spearman/chr2R_22018043-22018243__chr2R_22028414-22028775	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	38.3	4.454692883534176
FBgn0052528_Spearman/chrX_19713152-19713438__chrX_19717880-19718080	True	False	1	0	1	1	0	1	1	LR_RL	LR	3.51e-05	38.3	4.454692883534176
FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	37.4	4.454692883534176
FBgn0000261_sm/chr3L_18758861-18759061__chr3L_18812160-18812714	False	False	1	1	1	1	1	1	1	BOTH	LR	3.51e-05	37.4	4.454692883534176
FBgn0001091_vm/chr2R_7378288-7378537__chr2R_7415997-7416241	False	False	1	1	1	1	1	1	1	BOTH	RR	3.51e-05	37.4	4.454692883534176
FBgn0003169_Spearman/chr3R_14597044-14597244__chr3R_14624470-14624670	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	37.4	4.454692883534176
FBgn0010235_Spearman/chr3L_12658389-12658612__chr3L_12678456-12678703	False	False	1	1	1	1	1	1	1	BOTH	RR	3.51e-05	37.4	4.454692883534176
FBgn0016041_sm/chrX_7617780-7617980__chrX_7660283-7660576	False	False	1	1	1	1	1	1	1	BOTH	RR	3.51e-05	37.4	4.454692883534176
FBgn0016930_sm/chr2L_14248855-14249055__chr2L_14265078-14265431	False	False	1	1	1	1	1	1	1	BOTH	LL	3.51e-05	37.4	4.454692883534176
FBgn0030451_sm/chrX_13051960-13052281__chrX_13078529-13078729	False	False	1	1	1	1	1	1	1	BOTH	LL	3.51e-05	37.4	4.454692883534176
FBgn0030900_Spearman/chrX_18146945-18147372__chrX_18148950-18149279	True	False	0	1	1	1	0	1	1	LR_RL	LR	3.51e-05	37.4	4.454692883534176
FBgn0040071_sm/chr3R_16234208-16234580__chr3R_16242325-16242715	False	False	1	1	1	1	1	1	1	BOTH	LL	3.51e-05	37.4	4.454692883534176
bab2/chr3L_1082826-1083401__chr3L_1091260-1091650	False	False	1	1	1	1	1	1	1	BOTH	LL	3.51e-05	37.4	4.454692883534176
FBgn0028369_Spearman/chrX_3102934-3103204__chrX_3124946-3125240	False	False	1	1	1	0	1	0	1	LL_RR	RR	4.55e-05	33.7	4.341988603342887
FBgn0028369_Spearman/chrX_3100007-3100398__chrX_3102934-3103204	True	True	1	1	1	0	1	0	1	LL_RR	RR	4.62e-05	33.7	4.335358024443875
FBgn0040066_sm/chrX_2478545-2478872__chrX_2479970-2480240	True	True	1	1	1	0	1	0	1	LL_RR	RR	5.35e-05	35.6	4.271646217978772
FBgn0026403_sm/chr2R_9936639-9936952__chr2R_9938636-9938836	True	True	1	1	1	0	1	0	1	LL_RR	RR	8.23e-05	36.5	4.08460016478773
FBgn0000667_vm/chrX_1967981-1968192__chrX_1995248-1995488	False	False	1	1	1	0	1	0	1	LL_RR	RR	8.48e-05	34.6	4.071604147743286
FBgn0052528_Spearman/chrX_19713152-19713438__chrX_19714899-19715388	True	False	1	1	1	0	1	0	1	LL_RR	RR	8.84e-05	33.7	4.053547734986927
FBgn0052528_Spearman/chrX_19713966-19714243__chrX_19717880-19718080	True	False	1	1	0	0	1	0	1	LL_RR	LL	8.84e-05	33.7	4.053547734986927
FBgn0033581_vm/chr2R_10674070-10674314__chr2R_10732567-10732946	False	False	1	1	1	1	1	1	1	BOTH	RL	9.07e-05	33.7	4.042392712939905
FBgn0030794_vm/chrX_16750137-16750514__chrX_16773523-16773913	False	False	1	1	1	1	1	1	1	BOTH	RL	9.38e-05	33.7	4.027797161620936
FBgn0030794_vm/chrX_16751072-16751473__chrX_16773523-16773913	False	False	1	1	1	1	1	1	1	BOTH	LL	9.38e-05	33.7	4.027797161620936
