pair_dir	is_close_gap	is_adjacent_neighbors	LL_hit	RR_hit	LR_hit	RL_hit	LL_RR_double_hit	LR_RL_double_hit	any_double_hit	double_hit_type	best_double_hit_comparison	best_double_hit_evalue	best_double_hit_bitscore	best_double_hit_neg_log10_evalue
FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16802761-16803112	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.064	26.5	1.193820026016113
FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16857769-16858049	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.018	28.3	1.744727494896694
FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16878885-16879147	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	28.3	1.744727494896694
FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16882506-16882728	False	False	1	1	1	1	1	1	1	BOTH	LL	0.018	28.3	1.744727494896694
FBgn0000014_Spearman/chr3R_16756098-16756427__chr3R_16920451-16920854	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.22	25.6	0.6575773191777937
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16802761-16803112	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	28.3	1.744727494896694
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049	False	False	1	0	1	1	0	1	1	LR_RL	RL	0.22	25.6	0.6575773191777937
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16878885-16879147	False	False	1	1	1	1	1	1	1	BOTH	LR	1.01e-05	39.2	4.995678626217358
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16882506-16882728	False	False	1	1	1	1	1	1	1	BOTH	LL	1.01e-05	39.2	4.995678626217358
FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16920451-16920854	False	False	1	1	1	1	1	1	1	BOTH	RR	0.064	26.5	1.193820026016113
FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16857769-16858049	False	False	1	1	1	1	1	1	1	BOTH	RL	0.001	31.9	3.0
FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16878885-16879147	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16882506-16882728	False	False	1	1	1	1	1	1	1	BOTH	LL	0.064	26.5	1.193820026016113
FBgn0000014_Spearman/chr3R_16802761-16803112__chr3R_16920451-16920854	False	False	1	1	1	1	1	1	1	BOTH	RR	0.064	26.5	1.193820026016113
FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16878885-16879147	False	False	1	1	1	1	1	1	1	BOTH	LR	0.064	26.5	1.193820026016113
FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16882506-16882728	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	29.2	1.744727494896694
FBgn0000014_Spearman/chr3R_16857769-16858049__chr3R_16920451-16920854	False	False	1	1	1	1	1	1	1	BOTH	LL	0.064	26.5	1.193820026016113
FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16882506-16882728	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.085	27.4	1.0705810742857071
FBgn0000014_Spearman/chr3R_16878885-16879147__chr3R_16920451-16920854	False	False	1	1	0	1	1	0	1	LL_RR	LL	0.77	22.9	0.11350927482751812
FBgn0000014_Spearman/chr3R_16882506-16882728__chr3R_16920451-16920854	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.064	26.5	1.193820026016113
FBgn0000014_meso/chr3R_16744397-16744662__chr3R_16892248-16892452	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.064	26.5	1.193820026016113
FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680	False	False	1	1	1	1	1	1	1	BOTH	LL	0.005	30.1	2.3010299956639813
FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16814262-16814590	False	False	1	1	1	1	1	1	1	BOTH	LL	0.051	27.4	1.2924298239020637
FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16841943-16842333	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.064	26.5	1.193820026016113
FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16904976-16905213	False	False	0	0	1	1	0	1	1	LR_RL	LR	0.018	29.2	1.744727494896694
FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16814262-16814590	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.051	24.7	1.2924298239020637
FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16841943-16842333	False	False	1	1	1	1	1	1	1	BOTH	RR	0.051	24.7	1.2924298239020637
FBgn0000014_vm/chr3R_16813228-16813680__chr3R_16904976-16905213	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	29.2	1.744727494896694
FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16841943-16842333	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.62	23.8	0.20760831050174613
FBgn0000014_vm/chr3R_16814262-16814590__chr3R_16904976-16905213	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	28.3	1.744727494896694
FBgn0000014_vm/chr3R_16841943-16842333__chr3R_16904976-16905213	False	False	1	1	1	1	1	1	1	BOTH	RL	3.51e-05	37.4	4.454692883534176
FBgn0000015_sm/chr3R_16904976-16905213__chr3R_16938077-16938336	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	28.3	1.744727494896694
FBgn0000015_sm/chr3R_16904976-16905213__chr3R_16969808-16970008	False	False	1	0	1	1	0	1	1	LR_RL	RL	0.064	27.4	1.193820026016113
FBgn0000015_sm/chr3R_16938077-16938336__chr3R_16969808-16970008	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	29.2	1.744727494896694
FBgn0000015_vm/chr3R_16938077-16938336__chr3R_16981038-16981250	False	False	1	1	1	1	1	1	1	BOTH	RL	0.005	30.1	2.3010299956639813
FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20559250-20559450	True	True	0	0	1	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20560480-20560860	True	False	1	0	1	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20562855-20563268	True	False	1	0	1	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20563710-20563921	True	False	1	1	1	0	1	0	1	LL_RR	RR	0.2	21.1	0.6989700043360187
FBgn0000044_sm/chr2R_20558766-20559051__chr2R_20566669-20566882	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20560480-20560860	True	True	0	1	0	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20562855-20563268	True	False	0	1	0	1	0	0	0	NONE				
FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20563710-20563921	True	False	0	1	1	1	0	1	1	LR_RL	RL	0.19	21.1	0.721246399047171
FBgn0000044_sm/chr2R_20559250-20559450__chr2R_20566669-20566882	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000044_sm/chr2R_20560480-20560860__chr2R_20562855-20563268	True	True	1	0	1	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20560480-20560860__chr2R_20563710-20563921	True	False	1	1	1	0	1	0	1	LL_RR	RR	0.18	24.7	0.744727494896694
FBgn0000044_sm/chr2R_20560480-20560860__chr2R_20566669-20566882	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.18	25.6	0.744727494896694
FBgn0000044_sm/chr2R_20562855-20563268__chr2R_20563710-20563921	True	True	0	0	1	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20562855-20563268__chr2R_20566669-20566882	True	False	1	0	1	0	0	0	0	NONE				
FBgn0000044_sm/chr2R_20563710-20563921__chr2R_20566669-20566882	True	True	0	0	0	0	0	0	0	NONE				
FBgn0000046_Spearman/chr3R_13428342-13429087__chr3R_13450374-13450711	False	False	1	1	0	0	1	0	1	LL_RR	LL	0.22	24.7	0.6575773191777937
FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448043-13448596	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000046_vm/chr3R_13424734-13425026__chr3R_13448995-13449256	False	False	0	1	1	0	0	0	0	NONE				
FBgn0000046_vm/chr3R_13448043-13448596__chr3R_13448995-13449256	True	True	1	1	0	0	1	0	1	LL_RR	LL	0.12	22.9	0.9208187539523752
FBgn0000097_meso/chr2L_2162797-2163546__chr2L_2164726-2165263	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.002	31.0	2.6989700043360187
FBgn0000097_meso/chr2L_2162797-2163546__chr2L_2181980-2182476	False	False	1	1	1	1	1	1	1	BOTH	RR	0.1	25.6	1.0
FBgn0000097_meso/chr2L_2164726-2165263__chr2L_2181980-2182476	False	False	1	1	1	1	1	1	1	BOTH	RR	0.005	31.0	2.3010299956639813
FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9021970-9022336	True	True	0	1	1	0	0	0	0	NONE				
FBgn0000116_Spearman/chr3L_9019828-9020140__chr3L_9024467-9024945	True	False	1	1	1	1	1	1	1	BOTH	LR	0.018	28.3	1.744727494896694
FBgn0000116_Spearman/chr3L_9021970-9022336__chr3L_9024467-9024945	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.039	27.4	1.408935392973501
FBgn0000180_Spearman/chr2L_9988598-9989094__chr2L_9989401-9989775	True	True	0	0	1	0	0	0	0	NONE				
FBgn0000181_Spearman/chr2R_12485374-12485574__chr2R_12496961-12497161	False	False	1	1	1	1	1	1	1	BOTH	LR	0.018	29.2	1.744727494896694
FBgn0000228_sm/chr2L_5245229-5245858__chr2L_5247934-5248134	True	True	1	1	0	0	1	0	1	LL_RR	RR	0.015	29.2	1.8239087409443189
FBgn0000228_sm/chr2L_5245229-5245858__chr2L_5261720-5261920	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000228_sm/chr2L_5247934-5248134__chr2L_5261720-5261920	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.064	27.4	1.193820026016113
FBgn0000261_sm/chr3L_18758861-18759061__chr3L_18792529-18792729	False	False	1	1	1	1	1	1	1	BOTH	RL	0.001	32.8	3.0
FBgn0000261_sm/chr3L_18758861-18759061__chr3L_18812160-18812714	False	False	1	1	1	1	1	1	1	BOTH	LR	3.51e-05	37.4	4.454692883534176
FBgn0000261_sm/chr3L_18792529-18792729__chr3L_18812160-18812714	False	False	1	1	1	1	1	1	1	BOTH	LR	0.005	30.1	2.3010299956639813
FBgn0000404_meso/chr3L_11812108-11812359__chr3L_11813289-11813573	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.29	22.9	0.5376020021010439
FBgn0000406_Spearman/chr2L_16757034-16757234__chr2L_16764311-16764631	False	False	1	1	1	0	1	0	1	LL_RR	RR	0.018	28.3	1.744727494896694
FBgn0000406_vm_sm/chr2L_16757637-16757844__chr2L_16762522-16762722	True	True	1	1	0	0	1	0	1	LL_RR	RR	0.13	24.7	0.8860566476931632
FBgn0000406_vm_sm/chr2L_16757637-16757844__chr2L_16763500-16763743	False	False	0	0	1	0	0	0	0	NONE				
FBgn0000406_vm_sm/chr2L_16757637-16757844__chr2L_16764311-16764631	False	False	1	1	1	0	1	0	1	LL_RR	RR	0.018	28.3	1.744727494896694
FBgn0000406_vm_sm/chr2L_16762522-16762722__chr2L_16763500-16763743	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.068	24.7	1.1674910872937636
FBgn0000406_vm_sm/chr2L_16762522-16762722__chr2L_16764311-16764631	True	False	1	1	1	1	1	1	1	BOTH	LL	0.014	26.5	1.853871964321762
FBgn0000406_vm_sm/chr2L_16763500-16763743__chr2L_16764311-16764631	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.17	22.9	0.769551078621726
FBgn0000414_sm/chr3L_16674720-16675084__chr3L_16680906-16681461	False	False	1	1	0	1	1	0	1	LL_RR	LL	0.005	31.0	2.3010299956639813
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19317230-19317464	False	False	1	0	1	1	0	1	1	LR_RL	RL	0.77	23.8	0.11350927482751812
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19326610-19326911	False	False	1	1	1	1	1	1	1	BOTH	LL	0.005	30.1	2.3010299956639813
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19329924-19330208	False	False	1	1	1	1	1	1	1	BOTH	LL	0.005	30.1	2.3010299956639813
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19332565-19332811	False	False	1	1	1	1	1	1	1	BOTH	RR	0.018	29.2	1.744727494896694
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19339027-19339227	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970	False	False	0	1	1	0	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343351-19343609	False	False	1	1	1	1	1	1	1	BOTH	LR	0.033	24.7	1.4814860601221125
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343988-19344362	False	False	1	1	1	1	1	1	1	BOTH	LL	0.033	26.5	1.4814860601221125
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19346468-19346888	False	False	1	1	1	1	1	1	1	BOTH	RL	0.053	26.5	1.275724130399211
FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	LR	0.22	25.6	0.6575773191777937
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911	False	False	1	1	1	1	1	1	1	BOTH	LL	2.88e-06	41.0	5.540607512240769
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19329924-19330208	False	False	1	1	1	1	1	1	1	BOTH	LL	0.064	26.5	1.193820026016113
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811	False	False	1	1	1	1	1	1	1	BOTH	LR	0.064	26.5	1.193820026016113
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19339027-19339227	False	False	1	1	1	1	1	1	1	BOTH	RL	0.064	26.5	1.193820026016113
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19340770-19340970	False	False	1	1	1	1	1	1	1	BOTH	LL	0.14	24.7	0.8538719643217619
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343351-19343609	False	False	1	1	1	1	1	1	1	BOTH	LL	0.21	24.7	0.6777807052660807
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343988-19344362	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.015	28.3	1.8239087409443189
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19346468-19346888	False	False	1	0	0	0	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	RR	0.005	30.1	2.3010299956639813
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19329924-19330208	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.002	32.8	2.6989700043360187
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19332565-19332811	False	False	1	1	1	1	1	1	1	BOTH	RL	0.001	32.8	3.0
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19339027-19339227	False	False	1	1	1	1	1	1	1	BOTH	LR	0.011	28.3	1.958607314841775
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19340770-19340970	False	False	1	1	1	1	1	1	1	BOTH	RR	0.000408	33.7	3.38933983691012
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19343351-19343609	False	False	1	1	1	1	1	1	1	BOTH	RL	0.000408	33.7	3.38933983691012
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19343988-19344362	False	False	1	1	1	1	1	1	1	BOTH	RL	0.11	24.7	0.958607314841775
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19346468-19346888	False	False	1	1	1	1	1	1	1	BOTH	RR	0.064	26.5	1.193820026016113
FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	LR	0.77	23.8	0.11350927482751812
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19332565-19332811	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.001	32.8	3.0
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19339027-19339227	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.064	27.4	1.193820026016113
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19340770-19340970	False	False	1	1	1	1	1	1	1	BOTH	LR	0.000408	33.7	3.38933983691012
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19343351-19343609	False	False	1	1	1	1	1	1	1	BOTH	LL	0.000408	33.7	3.38933983691012
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19343988-19344362	False	False	1	1	1	1	1	1	1	BOTH	LL	0.11	24.7	0.958607314841775
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19346468-19346888	False	False	1	1	1	1	1	1	1	BOTH	LR	0.005	30.1	2.3010299956639813
FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	RR	0.06	27.4	1.2218487496163564
FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19339027-19339227	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.064	26.5	1.193820026016113
FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19340770-19340970	False	False	1	0	1	1	0	1	1	LR_RL	RL	0.039	27.4	1.408935392973501
FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19343351-19343609	False	False	1	0	1	0	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19343988-19344362	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.37	22.9	0.431798275933005
FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19346468-19346888	False	False	1	1	1	1	1	1	1	BOTH	RR	0.064	26.5	1.193820026016113
FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	LR	0.06	27.4	1.2218487496163564
FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19340770-19340970	True	True	1	1	0	0	1	0	1	LL_RR	RR	0.003	31.0	2.5228787452803374
FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19343351-19343609	True	False	0	1	1	1	0	1	1	LR_RL	RL	0.003	31.0	2.5228787452803374
FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19343988-19344362	True	False	1	1	1	1	1	1	1	BOTH	RL	0.07	24.7	1.154901959985743
FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19346468-19346888	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19350401-19350687	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.14	25.6	0.8538719643217619
FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19343351-19343609	True	True	1	0	1	0	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19343988-19344362	True	False	1	1	1	0	1	0	1	LL_RR	LL	0.07	22.9	1.154901959985743
FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19346468-19346888	False	False	1	0	0	1	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	RR	0.017	29.2	1.7695510786217261
FBgn0000463_Spearman/chr3R_19343351-19343609__chr3R_19343988-19344362	True	True	0	1	1	0	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19343351-19343609__chr3R_19346468-19346888	True	False	1	1	0	1	1	0	1	LL_RR	RR	0.4	22.9	0.3979400086720376
FBgn0000463_Spearman/chr3R_19343351-19343609__chr3R_19350401-19350687	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.21	24.7	0.6777807052660807
FBgn0000463_Spearman/chr3R_19343988-19344362__chr3R_19346468-19346888	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.053	26.5	1.275724130399211
FBgn0000463_Spearman/chr3R_19343988-19344362__chr3R_19350401-19350687	False	False	0	1	1	0	0	0	0	NONE				
FBgn0000463_Spearman/chr3R_19346468-19346888__chr3R_19350401-19350687	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.075	26.5	1.1249387366083
FBgn0000463_meso/chr3R_19341900-19342100__chr3R_19346468-19346888	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.11	26.5	0.958607314841775
FBgn0000463_meso/chr3R_19341900-19342100__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	RL	0.22	24.7	0.6575773191777937
FBgn0000463_meso/chr3R_19346468-19346888__chr3R_19350401-19350687	True	True	1	1	1	0	1	0	1	LL_RR	LL	0.089	26.5	1.0506099933550872
FBgn0000463_sm/chr3R_19287679-19287954__chr3R_19300935-19301225	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.22	25.6	0.6575773191777937
FBgn0000463_sm/chr3R_19287679-19287954__chr3R_19317753-19317953	False	False	1	0	0	0	0	0	0	NONE				
FBgn0000463_sm/chr3R_19287679-19287954__chr3R_19350401-19350687	False	False	1	1	1	1	1	1	1	BOTH	LR	0.22	25.6	0.6575773191777937
FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19317753-19317953	False	False	1	1	1	1	1	1	1	BOTH	RL	0.018	28.3	1.744727494896694
FBgn0000463_sm/chr3R_19300935-19301225__chr3R_19350401-19350687	False	False	1	0	1	0	0	0	0	NONE				
FBgn0000463_sm/chr3R_19317753-19317953__chr3R_19350401-19350687	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.005	30.1	2.3010299956639813
FBgn0000479_sm/chrX_3035626-3035842__chrX_3036092-3036292	True	True	1	1	1	0	1	0	1	LL_RR	RR	0.26	22.0	0.585026652029182
FBgn0000479_sm/chrX_3035626-3035842__chrX_3058248-3058549	False	False	1	1	1	0	1	0	1	LL_RR	LL	0.001	31.9	3.0
FBgn0000479_sm/chrX_3035626-3035842__chrX_3096802-3097002	False	False	1	0	1	1	0	1	1	LR_RL	LR	2.88e-06	41.9	5.540607512240769
FBgn0000479_sm/chrX_3035626-3035842__chrX_3256916-3257157	False	False	1	1	1	1	1	1	1	BOTH	LR	2.37e-07	44.6	6.6252516539898965
FBgn0000479_sm/chrX_3035626-3035842__chrX_3328623-3328837	False	False	1	1	1	1	1	1	1	BOTH	LL	0.000123	35.6	3.910094888560602
FBgn0000479_sm/chrX_3035626-3035842__chrX_3331542-3331742	False	False	1	0	1	1	0	1	1	LR_RL	LR	0.000428	33.7	3.3685562309868278
FBgn0000479_sm/chrX_3036092-3036292__chrX_3058248-3058549	False	False	0	1	1	1	0	1	1	LR_RL	RL	0.064	27.4	1.193820026016113
FBgn0000479_sm/chrX_3036092-3036292__chrX_3096802-3097002	False	False	1	1	0	1	1	0	1	LL_RR	RR	0.000428	33.7	3.3685562309868278
