pair_dir	comparison	status	blast_path	log_path	is_close_gap	is_adjacent_neighbors	hits_count	best_evalue	best_bitscore	best_pident	best_length	best_qcovhsp
Abd-B/chr3R_16891893-16892448__chr3R_16921371-16921858	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16891893-16892448__chr3R_16921371-16921858/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16891893-16892448__chr3R_16921371-16921858/blast/RL/blast.log	False	False	1	0.094	22.9	100.0	12	4.0
Abd-B/chr3R_16891893-16892448__chr3R_16921371-16921858	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16891893-16892448__chr3R_16921371-16921858/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16891893-16892448__chr3R_16921371-16921858/blast/RR/blast.log	False	False	3	0.77	23.8	93.333	15	1.0
Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/LL/blast.log	False	False	1	0.77	22.9	100.0	12	0.0
Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/LR/blast.log	False	False	0				0	
Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/RL/blast.log	False	False	4	0.018	28.3	100.0	15	1.0
Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16920234-16921056/blast/RR/blast.log	False	False	2	0.094	22.9	100.0	12	4.0
Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/LL/blast.log	False	False	0				0	
Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/LR/blast.log	False	False	0				0	
Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/RL/blast.log	False	False	2	0.094	22.9	100.0	12	4.0
Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16901949-16902502__chr3R_16921371-16921858/blast/RR/blast.log	False	False	1	0.22	24.7	100.0	13	1.0
Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858/blast/LL/blast.log	True	True	0				0	
Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858/blast/LR/blast.log	True	True	2	0.77	22.9	100.0	12	0.0
Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/Abd-B/chr3R_16920234-16921056__chr3R_16921371-16921858/blast/RR/blast.log	True	True	0				0	
CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/LL/blast.log	False	False	2	0.77	22.9	100.0	12	0.0
CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/LR/blast.log	False	False	7	0.007	28.3	100.0	15	2.0
CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/RL/blast.log	False	False	0				0	
CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5989752-5990383/blast/RR/blast.log	False	False	6	0.081	24.7	88.889	18	2.0
CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/LL/blast.log	False	False	7	0.007	28.3	100.0	15	2.0
CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/LR/blast.log	False	False	4	0.22	24.7	100.0	13	1.0
CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/RL/blast.log	False	False	6	0.081	24.7	88.889	18	2.0
CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5979576-5979770__chr3L_5991306-5991899/blast/RR/blast.log	False	False	7	0.064	27.4	82.143	28	1.0
CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899/blast/LL/blast.log	True	True	2	0.28	22.9	100.0	12	1.0
CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899/blast/LR/blast.log	True	True	2	0.22	24.7	100.0	13	1.0
CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/CG10479/chr3L_5989752-5990383__chr3L_5991306-5991899/blast/RR/blast.log	True	True	4	0.28	22.9	100.0	12	0.0
D/chr3L_14152518-14152826__chr3L_14153051-14154215	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14153051-14154215/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14153051-14154215/blast/LL/blast.log	True	True	0				0	
D/chr3L_14152518-14152826__chr3L_14153051-14154215	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14153051-14154215/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14153051-14154215/blast/LR/blast.log	True	True	1	0.064	26.5	100.0	14	1.0
D/chr3L_14152518-14152826__chr3L_14153051-14154215	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14153051-14154215/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14153051-14154215/blast/RR/blast.log	True	True	0				0	
D/chr3L_14152518-14152826__chr3L_14171965-14172435	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/LL/blast.log	False	False	2	0.064	27.4	94.737	19	1.0
D/chr3L_14152518-14152826__chr3L_14171965-14172435	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/LR/blast.log	False	False	1	0.43	21.1	100.0	11	3.0
D/chr3L_14152518-14152826__chr3L_14171965-14172435	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/RL/blast.log	False	False	0				0	
D/chr3L_14152518-14152826__chr3L_14171965-14172435	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14171965-14172435/blast/RR/blast.log	False	False	0				0	
D/chr3L_14152518-14152826__chr3L_14172843-14173610	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/LL/blast.log	False	False	1	0.43	21.1	100.0	11	3.0
D/chr3L_14152518-14152826__chr3L_14172843-14173610	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/LR/blast.log	False	False	1	0.77	22.9	100.0	12	0.0
D/chr3L_14152518-14152826__chr3L_14172843-14173610	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/RL/blast.log	False	False	0				0	
D/chr3L_14152518-14152826__chr3L_14172843-14173610	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14152518-14152826__chr3L_14172843-14173610/blast/RR/blast.log	False	False	1	0.005	27.4	86.364	22	1.0
D/chr3L_14153051-14154215__chr3L_14171965-14172435	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/LL/blast.log	False	False	0				0	
D/chr3L_14153051-14154215__chr3L_14171965-14172435	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/LR/blast.log	False	False	0				0	
D/chr3L_14153051-14154215__chr3L_14171965-14172435	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/RL/blast.log	False	False	1	0.77	22.9	100.0	12	0.0
D/chr3L_14153051-14154215__chr3L_14171965-14172435	RR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/RR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14171965-14172435/blast/RR/blast.log	False	False	3	0.12	23.8	93.333	15	4.0
D/chr3L_14153051-14154215__chr3L_14172843-14173610	LL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14172843-14173610/blast/LL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14172843-14173610/blast/LL/blast.log	False	False	0				0	
D/chr3L_14153051-14154215__chr3L_14172843-14173610	LR	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14172843-14173610/blast/LR/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14172843-14173610/blast/LR/blast.log	False	False	1	0.005	27.4	86.364	22	1.0
D/chr3L_14153051-14154215__chr3L_14172843-14173610	RL	OK	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14172843-14173610/blast/RL/blast_hits.tsv	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/final_flank_blast/shadow_pairs_flanks2/D/chr3L_14153051-14154215__chr3L_14172843-14173610/blast/RL/blast.log	False	False	3	0.12	23.8	93.333	15	4.0
