set,cohort,pair_dir,nameA,nameB,percent_identity,alignment_score,aligner,gapopen,gapextend,cosine,pearson_r,spearman_r,kmer_combined,pair_key,pair_key_norm
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0014877_Spearman/chr2R_13190587-13190787__chr2R_13196419-13196619,chr2R_13190587-13190787,chr2R_13196419-13196619,45.1,173.5,needle,10,0.5,0.050280756,0.00819443,0.004944337,0.021139841,chr2R_13190587-13190787__chr2R_13196419-13196619,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14925390-14925769__chr3L_14936376-14936760,chr3L_14925390-14925769,chr3L_14936376-14936760,45.1,356.0,needle,10,0.5,0.1123545762841176,0.034115997,0.036851359,0.061107311,chr3L_14925390-14925769__chr3L_14936376-14936760,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003002_Spearman/chr3R_4913812-4914012__chr3R_4960008-4960208,chr3R_4913812-4914012,chr3R_4960008-4960208,45.0,175.5,needle,10,0.5,0.1097539297219163,0.070288701,0.040380719,0.07347445,chr3R_4913812-4914012__chr3R_4960008-4960208,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0034432_sm/chr2R_18929511-18929711__chr2R_18959548-18959748,chr2R_18929511-18929711,chr2R_18959548-18959748,44.7,197.5,needle,10,0.5,0.098726996,0.061321997,0.04226871,0.067439234,chr2R_18929511-18929711__chr2R_18959548-18959748,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030864_sm/chrX_17650510-17650710__chrX_17660173-17660373,chrX_17650510-17650710,chrX_17660173-17660373,44.7,182.0,needle,10,0.5,0.1213890858734144,0.083130724,0.080212921,0.09491091,chrX_17650510-17650710__chrX_17660173-17660373,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003889_sm/chr3R_9394057-9394430__chr3R_9417532-9417927,chr3R_9394057-9394430,chr3R_9417532-9417927,44.6,319.0,needle,10,0.5,0.068317733,-0.002246007,-0.000199321,0.021957468,chr3R_9394057-9394430__chr3R_9417532-9417927,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033998_vm/chr2R_14874175-14874447__chr2R_14877876-14878280,chr2R_14874175-14874447,chr2R_14877876-14878280,44.5,564.5,needle,10,0.5,0.1827561577162495,0.1162361008706677,0.1057089719369045,0.1349004101746072,chr2R_14874175-14874447__chr2R_14877876-14878280,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0029504_sm/chrX_7555826-7556105__chrX_7580532-7580795,chrX_7555826-7556105,chrX_7580532-7580795,44.4,222.5,needle,10,0.5,0.076125023,0.01744953,0.021369293,0.038314615,chrX_7555826-7556105__chrX_7580532-7580795,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15282470-15282698__chr3R_15309823-15310090,chr3R_15282470-15282698,chr3R_15309823-15310090,44.3,240.0,needle,10,0.5,0.089335866,0.040427474,0.050747843,0.060170394,chr3R_15282470-15282698__chr3R_15309823-15310090,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19329924-19330208,chr3R_19317230-19317464,chr3R_19329924-19330208,44.3,215.0,needle,10,0.5,0.064121529,0.012119121,0.021234921,0.032491857,chr3R_19317230-19317464__chr3R_19329924-19330208,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0261245_vm_sm/chrX_16629633-16629833__chrX_16631143-16631343,chrX_16629633-16629833,chrX_16631143-16631343,44.2,175.0,needle,10,0.5,0.042823116,0.003195824,0.007889847,0.017969596,chrX_16629633-16629833__chrX_16631143-16631343,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0260642_sm/chr3R_6932962-6933173__chr3R_6970146-6970346,chr3R_6932962-6933173,chr3R_6970146-6970346,44.1,201.0,needle,10,0.5,0.080895453,0.042940308,0.056341275,0.060059012,chr3R_6932962-6933173__chr3R_6970146-6970346,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0031037_sm/chrX_19544220-19544470__chrX_19544519-19544719,chrX_19544220-19544470,chrX_19544519-19544719,44.1,295.0,needle,10,0.5,0.6958223032179465,0.6912487084113839,0.189528153,0.5255330549634004,chrX_19544220-19544470__chrX_19544519-19544719,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14928799-14929134__chr3L_14932705-14933060,chr3L_14928799-14929134,chr3L_14932705-14933060,44.1,333.0,needle,10,0.5,0.2202297237470897,0.1675000154802987,0.075852074,0.1545272710075505,chr3L_14928799-14929134__chr3L_14932705-14933060,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0035956_Spearman/chr3L_9010205-9010405__chr3L_9010490-9010720,chr3L_9010205-9010405,chr3L_9010490-9010720,44.0,209.0,needle,10,0.5,0.1204793179582257,0.079519723,0.090094145,0.096697729,chr3L_9010205-9010405__chr3L_9010490-9010720,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0031908_sm/chr2L_7340816-7341016__chr2L_7404967-7405167,chr2L_7340816-7341016,chr2L_7404967-7405167,44.0,159.5,needle,10,0.5,0.079200361,0.042134073,0.049047791,0.056794075,chr2L_7340816-7341016__chr2L_7404967-7405167,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0030794_vm/chrX_16750137-16750514__chrX_16773523-16773913,chrX_16750137-16750514,chrX_16773523-16773913,43.9,354.0,needle,10,0.5,0.1675830920187501,0.1074841668923358,0.094772886,0.1232800484188158,chrX_16750137-16750514__chrX_16773523-16773913,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0039667_vm_sm/chr3R_29476471-29476689__chr3R_29496327-29496564,chr3R_29476471-29476689,chr3R_29496327-29496564,43.9,180.0,needle,10,0.5,0.054386262,0.007889547,0.008560651,0.023612153,chr3R_29476471-29476689__chr3R_29496327-29496564,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037835_vm_sm/chr3R_10777442-10777731__chr3R_10792254-10792567,chr3R_10777442-10777731,chr3R_10792254-10792567,43.8,262.0,needle,10,0.5,0.076664956,0.017064473,0.01666055,0.03679666,chr3R_10777442-10777731__chr3R_10792254-10792567,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037835_vm_sm/chr3R_10777442-10777731__chr3R_10793522-10793813,chr3R_10777442-10777731,chr3R_10793522-10793813,43.7,255.0,needle,10,0.5,0.1013093534631004,0.039033372,0.048303244,0.06288199,chr3R_10777442-10777731__chr3R_10793522-10793813,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0029755_sm/chrX_5291739-5291939__chrX_5295134-5295334,chrX_5291739-5291939,chrX_5295134-5295334,43.7,190.5,needle,10,0.5,0.1205056698390745,0.091472109,0.058400751,0.090126177,chrX_5291739-5291939__chrX_5295134-5295334,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0020257_Spearman/chr2R_22309744-22310226__chr2R_22310630-22311004,chr2R_22309744-22310226,chr2R_22310630-22311004,43.6,381.0,needle,10,0.5,0.1025671230090722,0.017685587,0.013198553,0.044483754,chr2R_22309744-22310226__chr2R_22310630-22311004,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0004858_Spearman/chr2L_14431426-14431854__chr2L_14447428-14447837,chr2L_14431426-14431854,chr2L_14447428-14447837,43.4,359.5,needle,10,0.5,0.1319085829607807,0.05023743,0.057777853,0.079974622,chr2L_14431426-14431854__chr2L_14447428-14447837,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0034412_sm/chr2R_18615551-18615751__chr2R_18617926-18618126,chr2R_18615551-18615751,chr2R_18617926-18618126,43.3,142.5,needle,10,0.5,0.028985507,-0.016606841,-0.015189367,-0.0009369,chr2R_18615551-18615751__chr2R_18617926-18618126,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14925390-14925769__chr3L_14932705-14933060,chr3L_14925390-14925769,chr3L_14932705-14933060,43.3,293.0,needle,10,0.5,0.074987735,0.000106417,0.001027609,0.02537392,chr3L_14925390-14925769__chr3L_14932705-14933060,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19343351-19343609,chr3R_19332565-19332811,chr3R_19343351-19343609,43.3,205.0,needle,10,0.5,0.047153785,-0.00723133,-0.00176557,0.012718961,chr3R_19332565-19332811__chr3R_19343351-19343609,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_vm/chr2L_14230546-14231007__chr2L_14267350-14267653,chr2L_14230546-14231007,chr2L_14267350-14267653,43.2,266.0,needle,10,0.5,0.1213755930862604,0.050668906,0.042640899,0.071561799,chr2L_14230546-14231007__chr2L_14267350-14267653,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0014877_Spearman/chr2R_13195866-13196315__chr2R_13199132-13199535,chr2R_13195866-13196315,chr2R_13199132-13199535,43.1,356.0,needle,10,0.5,0.1166089887187089,0.034288193,0.034988534,0.061961905,chr2R_13195866-13196315__chr2R_13199132-13199535,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0023540_vm/chrX_2097213-2097718__chrX_2098250-2098696,chrX_2097213-2097718,chrX_2098250-2098696,43.1,380.5,needle,10,0.5,0.072439393,-0.017795693,-0.008758563,0.015295046,chrX_2097213-2097718__chrX_2098250-2098696,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016930_vm/chr2L_14230546-14231007__chr2L_14245654-14246036,chr2L_14230546-14231007,chr2L_14245654-14246036,43.0,364.0,needle,10,0.5,0.1983610597151255,0.12396999,0.1145325357428596,0.1456211952925353,chr2L_14230546-14231007__chr2L_14245654-14246036,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0021768_sm/chr3L_16739294-16739644__chr3L_16754916-16755182,chr3L_16739294-16739644,chr3L_16754916-16755182,43.0,286.0,needle,10,0.5,0.093687378,0.035261415,0.035309762,0.054752852,chr3L_16739294-16739644__chr3L_16754916-16755182,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/Optix/chr2R_8046126-8047096__chr2R_8049875-8050664,chr2R_8046126-8047096,chr2R_8049875-8050664,43.0,778.5,needle,10,0.5,0.2003023523501132,0.043816049,0.038990921,0.094369774,chr2R_8046126-8047096__chr2R_8049875-8050664,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_Spearman/chr3R_16764121-16764485__chr3R_16857769-16858049,chr3R_16764121-16764485,chr3R_16857769-16858049,43.0,332.5,needle,10,0.5,0.1864477910769821,0.134671253,0.09245757,0.1378588712195046,chr3R_16764121-16764485__chr3R_16857769-16858049,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_meso/chr3R_19346468-19346888__chr3R_19350401-19350687,chr3R_19346468-19346888,chr3R_19350401-19350687,43.0,313.5,needle,10,0.5,0.159096216,0.095162781,0.068896692,0.1077185630202223,chr3R_19346468-19346888__chr3R_19350401-19350687,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000014_vm/chr3R_16737098-16737410__chr3R_16813228-16813680,chr3R_16737098-16737410,chr3R_16813228-16813680,42.8,379.5,needle,10,0.5,0.1362396145834651,0.069905733,0.066472316,0.090872555,chr3R_16737098-16737410__chr3R_16813228-16813680,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0005771_meso/chr2L_14435741-14436213__chr2L_14517261-14517665,chr2L_14435741-14436213,chr2L_14517261-14517665,42.8,389.5,needle,10,0.5,0.1459251993630088,0.067595259,0.064697295,0.092739251,chr2L_14435741-14436213__chr2L_14517261-14517665,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0032961_Spearman/chr2L_21831155-21831728__chr2L_21840673-21841262,chr2L_21831155-21831728,chr2L_21840673-21841262,42.8,482.0,needle,10,0.5,0.1652823178706759,0.058482328,0.054154195,0.092639613,chr2L_21831155-21831728__chr2L_21840673-21841262,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003997_meso/chr3L_18188992-18189399__chr3L_18288111-18288550,chr3L_18188992-18189399,chr3L_18288111-18288550,42.8,368.5,needle,10,0.5,0.2171672016736605,0.1540636816816604,0.09156351,0.154264798,chr3L_18188992-18189399__chr3L_18288111-18288550,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016797_vm/chr3L_19135570-19135853__chr3L_19164181-19164596,chr3L_19135570-19135853,chr3L_19164181-19164596,42.8,340.0,needle,10,0.5,0.1640236029352664,0.1039693262447245,0.086096851,0.1180299266990231,chr3L_19135570-19135853__chr3L_19164181-19164596,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036460_Spearman/chr3L_14930753-14930953__chr3L_14931009-14931209,chr3L_14930753-14930953,chr3L_14931009-14931209,42.7,135.0,needle,10,0.5,0.038802116,-0.001273002,0.00602776,0.014518958,chr3L_14930753-14930953__chr3L_14931009-14931209,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19350401-19350687,chr3R_19326610-19326911,chr3R_19350401-19350687,42.7,195.5,needle,10,0.5,0.104516438,0.050026894,0.013529602,0.056024311,chr3R_19326610-19326911__chr3R_19350401-19350687,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003721_vm_sm/chr3R_15280609-15280877__chr3R_15309823-15310090,chr3R_15280609-15280877,chr3R_15309823-15310090,42.6,253.5,needle,10,0.5,0.1660414868561046,0.1205548191666328,0.075970257,0.1208555210505001,chr3R_15280609-15280877__chr3R_15309823-15310090,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0034412_sm/chr2R_18617352-18617561__chr2R_18617926-18618126,chr2R_18617352-18617561,chr2R_18617926-18618126,42.6,157.0,needle,10,0.5,0.047512506,0.001435014,0.004280045,0.017742522,chr2R_18617352-18617561__chr2R_18617926-18618126,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0034438_vm/chr2R_18959548-18959748__chr2R_19007537-19007740,chr2R_18959548-18959748,chr2R_19007537-19007740,42.6,151.5,needle,10,0.5,0.04978344,0.007440987,0.008054548,0.021759658,chr2R_18959548-18959748__chr2R_19007537-19007740,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000097_meso/chr2L_2164726-2165263__chr2L_2181980-2182476,chr2L_2164726-2165263,chr2L_2181980-2182476,42.6,426.0,needle,10,0.5,0.1693285648420187,0.073096524,0.060095958,0.1008403491228837,chr2L_2164726-2165263__chr2L_2181980-2182476,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0036557_Spearman/chr3L_15984572-15984835__chr3L_15989718-15989918,chr3L_15984572-15984835,chr3L_15989718-15989918,42.6,196.5,needle,10,0.5,0.052856011,0.003071247,0.004229175,0.020052144,chr3L_15984572-15984835__chr3L_15989718-15989918,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0003997_Spearman/chr3L_18188992-18189399__chr3L_18193476-18193931,chr3L_18188992-18189399,chr3L_18193476-18193931,42.6,400.0,needle,10,0.5,0.207542939,0.145900295,0.1088936063003732,0.1541122802105997,chr3L_18188992-18189399__chr3L_18193476-18193931,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038473_vm/chr3R_17067702-17068049__chr3R_17095604-17095904,chr3R_17067702-17068049,chr3R_17095604-17095904,42.5,303.5,needle,10,0.5,0.1401106757802837,0.080232319,0.058787407,0.093043467,chr3R_17067702-17068049__chr3R_17095604-17095904,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0016715_sm/chr3L_574867-575113__chr3L_610451-610651,chr3L_574867-575113,chr3L_610451-610651,42.5,183.5,needle,10,0.5,0.056494342,0.010692322,0.005793029,0.024326564,chr3L_574867-575113__chr3L_610451-610651,
enhancer_hit,enhancer_hit,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0020257_Spearman/chr2R_22301850-22302125__chr2R_22312131-22312433,chr2R_22301850-22302125,chr2R_22312131-22312433,42.4,239.0,needle,10,0.5,0.1275522760676901,0.080731456,0.080108944,0.096130892,chr2R_22301850-22302125__chr2R_22312131-22312433,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037439_sm/chr3R_6394025-6394569__chr3R_6409760-6410198,chr3R_6394025-6394569,chr3R_6409760-6410198,42.4,411.5,needle,10,0.5,0.1332113927730375,0.049392255,0.052012347,0.078205332,chr3R_6394025-6394569__chr3R_6409760-6410198,
neither,neither,/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000479_sm/chrX_3256916-3257157__chrX_3328623-3328837,chrX_3256916-3257157,chrX_3328623-3328837,42.4,189.5,needle,10,0.5,0.068608403,0.023802373,0.020299054,0.037569943,chrX_3256916-3257157__chrX_3328623-3328837,
